,index,Index,N,-logL,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
10493,10493,582,8.0,92.4696,0.06501496,4.260042,0.02353011,0.9633859,0.6867402,-1.404465,3.000572,0.0001348029,1.155502,0.1891156,0.9526236
10494,10494,2306,9.0,91.9797,0.06501496,4.260042,0.02353011,0.9633859,0.6867402,-1.404465,2.762558,2.273995e-06,1.146493,0.1891156,0.9526236
10505,10505,3313,31.0,91.9435,0.06767546,4.260627,0.02046149,0.8425047,0.7051934,-1.500724,2.913077,-0.0001171327,0.9989331,0.178527,0.9791517
10506,10506,3435,3.0,91.7411,0.06767546,4.260627,0.02046149,0.8425047,0.7051934,-1.500724,3.080639,-9.980584e-05,0.9925258,0.178527,0.9791517
10508,10508,3038,1.0,92.1593,0.08832546,3.402143,0.01953123,0.9827359,0.6937655,-1.086396,3.005304,-0.0001180211,0.972006,0.2254279,0.8180399
10517,10517,507,2.0,90.938,0.1135046,3.163546,0.02182958,1.020506,0.7536431,-0.466537,2.595341,9.824186e-05,0.9053124,0.2394078,0.8728996
10518,10518,446,2.0,90.9215,0.1297627,2.934421,0.02050953,0.9252352,0.8024175,-0.7516656,2.615387,0.0001016986,0.9209816,0.2343882,0.8350706
10521,10521,903,1.0,92.2364,0.1254292,3.049901,0.02084287,0.9168382,0.805491,-1.058809,2.374955,0.0003792795,1.005179,0.2264376,0.8603138
10526,10526,4871,1.0,92.4254,0.1218321,3.001897,0.0226761,0.8963879,0.7612146,-0.510301,2.012099,-2.074055e-05,1.065895,0.2505013,0.7974938
10530,10530,1806,6.0,93.5543,0.1212429,3.095695,0.02406292,0.9590388,0.7700816,0.1648248,2.303553,0.0004151076,1.117009,0.2461107,0.8477065
10533,10533,190,5.0,92.5304,0.1504576,2.658523,0.02518299,0.9879273,0.8179717,0.06341239,2.394207,1.165186e-05,1.195564,0.2634741,0.7989181
10534,10534,2407,2.0,91.1849,0.1371652,2.891938,0.02444313,0.9669344,0.7987454,0.08346024,2.441277,1.644092e-05,1.186824,0.2543166,0.8374632
10542,10542,4102,10.0,91.4357,0.1484073,2.877635,0.02608637,0.849744,0.7792263,-0.1149543,2.908738,-0.0001746237,0.8609902,0.2884381,0.815735
10543,10543,3712,6.0,90.8809,0.1484073,2.877635,0.02608637,0.849744,0.7792263,-0.1149543,2.849073,-0.000210261,0.8985058,0.2884381,0.815735
10544,10544,3281,1.0,92.6942,0.141353,2.885248,0.02570775,0.8209528,0.7718461,-0.2076028,2.882402,-0.0002032168,0.8972618,0.2815039,0.7855749
10545,10545,2600,2.0,94.3116,0.141353,2.885248,0.02570775,0.8209528,0.7718461,-0.2076028,2.746089,-0.0001097341,0.6827086,0.2815039,0.7855749
10549,10549,155,5.0,94.4867,0.1397245,2.635351,0.02588816,1.006621,0.7618777,-0.2177403,2.473575,-0.0001667906,0.712446,0.2864238,0.7430535
10556,10556,3293,2.0,91.1976,0.1821336,2.402992,0.02428143,0.9169863,0.7978445,0.2189059,2.299732,0.0001962167,0.8846482,0.3252804,0.762222
10561,10561,944,3.0,91.2937,0.1285511,2.982707,0.0251948,1.071674,0.7759603,-0.7369083,2.042665,-0.0001122786,0.8739224,0.2564131,0.870055
10563,10563,1768,5.0,91.3547,0.1250425,2.748745,0.02584171,1.132816,0.6745236,0.14475,2.065759,-0.0001127775,0.8152307,0.3330425,0.7472446
10567,10567,2646,6.0,91.9286,0.1474788,2.351608,0.02452325,1.072844,0.6661497,0.3613527,2.221676,-0.0002939584,0.9569973,0.3890571,0.6665472
10568,10568,1815,12.0,92.6334,0.1020305,2.9291,0.02147789,1.149268,0.6534769,-0.03679945,2.283394,-0.0002937608,0.9635066,0.2907334,0.7372826
10570,10570,1437,1.0,92.53,0.1034351,2.811293,0.02136836,1.26407,0.6656113,-0.2223472,2.568915,-0.0002956403,0.9338631,0.2831528,0.7393891
10574,10574,4963,1.0,92.1368,0.08746926,3.628102,0.02290437,1.199663,0.7230302,-0.05608485,2.801775,-0.0001345701,0.9787782,0.2123634,0.9656409
10580,10580,3840,1.0,90.3257,0.06425569,4.485028,0.02573897,1.17661,0.7850243,-0.8233873,2.688124,-2.442682e-05,1.138663,0.1470781,1.129335
10581,10581,2220,8.0,90.0725,0.06425569,4.485028,0.02573897,1.17661,0.7850243,-0.8233873,2.362658,-0.0001379755,1.121388,0.1470781,1.129335
10589,10589,3364,1.0,91.4935,0.06425569,4.485028,0.02573897,1.17661,0.7850243,-0.8233873,2.727939,-0.0001771777,1.224712,0.1470781,1.129335
10591,10591,3003,4.0,91.7444,0.07127372,4.346077,0.02292966,1.078506,0.7748584,-0.3473054,2.589757,-0.0001548941,1.215385,0.1579724,1.133148
10592,10592,4617,1.0,93.2322,0.07127372,4.346077,0.02292966,1.078506,0.7748584,-0.3473054,2.693414,0.0001315782,1.07689,0.1579724,1.133148
10594,10594,1377,10.0,90.3286,0.07127372,4.346077,0.02292966,1.078506,0.7748584,-0.3473054,2.524535,-0.0001598505,1.105898,0.1579724,1.133148
10596,10596,1950,4.0,90.3625,0.07127372,4.346077,0.02292966,1.078506,0.7748584,-0.3473054,2.562641,-0.0001013767,1.110799,0.1579724,1.133148
10598,10598,3467,8.0,90.7107,0.06628818,4.276193,0.02255995,1.125816,0.7579776,-0.7476976,2.544817,-0.0002218886,1.057253,0.155766,1.052173
10599,10599,240,6.0,91.4979,0.06628818,4.276193,0.02255995,1.125816,0.7579776,-0.7476976,2.788115,5.121209e-06,1.187082,0.155766,1.052173
10601,10601,3685,3.0,90.4779,0.07168722,4.075473,0.01992235,1.075197,0.7366215,-0.7585189,2.854486,7.786152e-06,1.176646,0.170018,1.017734
10603,10603,1848,1.0,91.7495,0.07168722,4.075473,0.01992235,1.075197,0.7366215,-0.7585189,2.373186,-4.970048e-05,1.218303,0.170018,1.017734
10604,10604,1113,3.0,91.0323,0.08497505,3.765172,0.0219189,1.009104,0.7275469,-0.6791187,2.371949,-3.871527e-05,1.215172,0.203161,0.9479029
10605,10605,184,13.0,90.9425,0.07807788,3.913058,0.02193933,1.096494,0.7044427,-0.1069951,2.347768,-5.120388e-05,1.184512,0.2028483,0.9842768
10612,10612,2898,1.0,91.4281,0.1332383,2.552838,0.02170245,1.172723,0.7230233,0.1531292,2.180883,-8.632129e-05,1.230129,0.2976205,0.7582449
10614,10614,3735,3.0,91.8773,0.1456313,2.45216,0.02209041,1.088883,0.7361119,0.1792109,3.034181,-0.0002110393,1.155283,0.310718,0.7359972
10615,10615,2389,1.0,91.9185,0.1456313,2.45216,0.02209041,1.088883,0.7361119,0.1792109,2.776711,-3.394811e-05,1.150391,0.310718,0.7359972
10618,10618,4402,3.0,93.0635,0.1398738,2.573958,0.02064434,1.085256,0.7793013,0.3462197,2.793719,6.05869e-06,1.024232,0.2653705,0.7822166
10620,10620,704,6.0,91.8235,0.1398738,2.573958,0.02064434,1.085256,0.7793013,0.3462197,2.509043,-0.000126422,0.9998904,0.2653705,0.7822166
10621,10621,678,4.0,91.9015,0.154399,2.401769,0.02278509,1.1884,0.7865239,0.5603656,2.405508,-0.0001406301,1.004116,0.2874596,0.7938849
10622,10622,2172,8.0,92.0746,0.1330851,2.638384,0.02106538,1.153691,0.7995753,0.2843092,2.465281,-0.0001327535,1.00796,0.2421236,0.8113437
10623,10623,4239,1.0,93.2934,0.1330851,2.638384,0.02106538,1.153691,0.7995753,0.2843092,2.478846,0.0001601443,1.086491,0.2421236,0.8113437
10635,10635,2514,1.0,91.8014,0.1612408,2.278007,0.02080376,1.083582,0.7078365,-0.003469002,2.772226,0.0002482434,0.8875026,0.3646243,0.7127621
10637,10637,2191,2.0,90.3046,0.1174563,2.946629,0.02183212,1.142711,0.6970432,-0.312398,2.368204,0.0001287185,0.9566002,0.2880046,0.8284909
10647,10647,3593,1.0,91.4056,0.1964911,1.879875,0.01883999,1.084097,0.8079577,-0.01274413,2.416568,0.0001151826,1.110743,0.3308466,0.6924783
10649,10649,4264,2.0,90.6912,0.1964911,1.879875,0.01883999,1.084097,0.8079577,-0.01274413,2.531372,6.999212e-05,1.122892,0.3308466,0.6924783
10650,10650,2678,2.0,91.3407,0.1981078,1.899417,0.01897655,0.9875111,0.8106313,-0.3653716,2.575686,8.363552e-05,1.138842,0.3313359,0.6680327
10651,10651,34,4.0,90.4455,0.1609835,2.36667,0.01911973,1.036419,0.7769623,-0.6796374,2.611915,9.28229e-05,1.146835,0.2994139,0.7589578
10654,10654,4762,4.0,91.7812,0.1543492,2.378658,0.01963686,1.173646,0.7903412,-0.459946,2.19669,-5.701536e-07,1.27882,0.2795696,0.7979789
10655,10655,242,2.0,91.5672,0.1157991,3.033248,0.02083946,1.179557,0.7783603,-0.575751,2.231225,1.086527e-05,1.278362,0.2265972,0.904899
10656,10656,452,7.0,89.92,0.1157991,3.033248,0.02083946,1.179557,0.7783603,-0.575751,2.19958,0.0001646257,1.049715,0.2265972,0.904899
10661,10661,2035,1.0,91.1455,0.1066227,3.092877,0.01964543,1.157037,0.7608952,-0.9378641,2.277823,5.459314e-05,0.8648266,0.2192068,0.8744298
10662,10662,259,1.0,91.6058,0.1066227,3.092877,0.01964543,1.157037,0.7608952,-0.9378641,2.14774,0.0002438007,0.8738384,0.2192068,0.8744298
10667,10667,2816,1.0,93.5991,0.101738,3.006074,0.02460846,1.278853,0.7658272,-0.8465493,2.34956,0.000289101,0.8668755,0.216526,0.8209811
10671,10671,2838,7.0,92.7374,0.101738,3.006074,0.02460846,1.278853,0.7658272,-0.8465493,2.52468,-9.304647e-05,1.137545,0.216526,0.8209811
10673,10673,3483,1.0,92.3178,0.101738,3.006074,0.02460846,1.278853,0.7658272,-0.8465493,2.464381,7.439814e-05,0.9253904,0.216526,0.8209811
10678,10678,4613,7.0,92.8178,0.09382164,3.310976,0.02167006,1.29544,0.7783878,-0.4439417,2.700569,-0.0003422849,0.9456022,0.1916789,0.9340306
10680,10680,705,1.0,92.248,0.09382164,3.310976,0.02167006,1.29544,0.7783878,-0.4439417,2.099297,-0.0003443976,0.9902333,0.1916789,0.9340306
10685,10685,1134,3.0,91.8801,0.1328384,2.544936,0.02173245,1.080088,0.6820132,-1.132865,2.16009,-0.0001257005,0.8682934,0.3336938,0.7107992
10691,10691,3034,1.0,93.0412,0.169846,2.158255,0.02047656,0.8032616,0.662371,-0.4950553,2.338497,-0.0003034814,0.9677776,0.4352663,0.6029098
10694,10694,947,1.0,93.9317,0.1411756,2.746691,0.02151803,0.7508122,0.6850277,-0.4492561,2.374859,-0.0002925926,0.9600563,0.3480729,0.7191346
10699,10699,4302,1.0,91.3709,0.1384268,2.813112,0.02253479,0.8559794,0.7365485,-0.6704162,2.122975,-0.0001284342,1.057654,0.2978887,0.7700614
10709,10709,4269,4.0,93.5754,0.1667684,2.11153,0.02043221,0.910405,0.7046097,-1.038535,3.01432,0.0003074242,0.9579995,0.378357,0.6200178
10713,10713,4510,2.0,94.8715,0.1714078,2.072614,0.02113474,1.050656,0.7206058,-0.986837,3.121133,0.0004081622,1.075167,0.3720331,0.6583871
10714,10714,243,12.0,94.5372,0.1714078,2.072614,0.02113474,1.050656,0.7206058,-0.986837,2.932601,0.000422533,1.163214,0.3720331,0.6583871
10716,10716,1402,2.0,94.1762,0.1540022,2.171291,0.01900107,1.114705,0.6805723,-0.8242251,2.741916,0.0003704722,1.162763,0.3749037,0.6668666
10717,10717,4393,1.0,94.1702,0.1540022,2.171291,0.01900107,1.114705,0.6805723,-0.8242251,2.778764,0.0003983882,1.142346,0.3749037,0.6668666
10718,10718,1505,4.0,94.9205,0.1550253,2.01102,0.01894395,1.174299,0.7174678,-0.9985453,2.727889,0.0003915463,1.157079,0.3392131,0.6473743
10722,10722,4298,6.0,93.7166,0.1285077,2.216378,0.01928821,1.287402,0.6759537,-0.8724399,2.714912,0.0001882947,0.8327322,0.3248757,0.6567186
10723,10723,1753,2.0,94.5233,0.1421731,1.844136,0.01968306,1.29297,0.6725207,-0.921183,2.693158,0.0001884189,0.8378731,0.3592882,0.5793792
10724,10724,4637,1.0,94.9916,0.1421731,1.844136,0.01968306,1.29297,0.6725207,-0.921183,2.776114,8.77589e-05,0.7947269,0.3592882,0.5793792
10725,10725,1028,5.0,95.9901,0.1421731,1.844136,0.01968306,1.29297,0.6725207,-0.921183,2.561704,0.0002586721,0.8055215,0.3592882,0.5793792
10726,10726,2338,1.0,93.672,0.1627533,1.786259,0.02085588,1.12554,0.6530375,-0.6279546,2.618411,0.0002723112,0.788034,0.432055,0.5539339
10728,10728,442,9.0,93.4893,0.1350955,2.191124,0.01944705,1.190161,0.6695281,-1.021476,2.921599,0.0003046477,0.9370512,0.3461919,0.6380576
10730,10730,1297,7.0,93.6956,0.1350955,2.191124,0.01944705,1.190161,0.6695281,-1.021476,2.972431,0.0001323512,1.230555,0.3461919,0.6380576
10735,10735,3527,2.0,92.6601,0.1077465,2.720216,0.02211527,1.23886,0.6953821,-0.9371994,2.638742,-0.0002048336,0.9047687,0.2698878,0.7243345
10741,10741,165,1.0,93.4818,0.1257066,2.430657,0.02029664,1.094889,0.6846833,-1.426728,2.562922,-0.0001540085,0.8858964,0.3128203,0.6606334
10749,10749,2868,9.0,91.4036,0.1877362,1.927962,0.02285688,1.090621,0.7819215,-1.092968,2.218115,-8.878073e-05,0.9744276,0.3454969,0.6685033
10751,10751,3057,3.0,90.4051,0.1802932,1.906985,0.02162835,1.130137,0.7419479,-0.3727044,2.347726,-0.0001108989,0.9252314,0.3679756,0.6522397
10753,10753,4640,5.0,91.8398,0.1302758,2.879619,0.01944684,1.128932,0.8026654,-0.3647701,2.403952,-0.0001117468,0.9135953,0.2333903,0.9038598
10763,10763,189,3.0,93.4838,0.1737741,1.723608,0.02042853,1.253148,0.7559151,-0.6660255,2.268975,0.0003946562,0.9638212,0.3409944,0.6296594
10767,10767,710,6.0,92.0793,0.1889249,2.146372,0.01977816,0.960039,0.7469495,-0.6336757,2.233525,0.0004095665,1.037559,0.3752189,0.704809
10769,10769,1893,1.0,95.0041,0.1680904,1.984671,0.01977469,1.076161,0.7855757,-0.6353176,2.181726,0.000404346,1.035155,0.3054615,0.6549558
10770,10770,1593,3.0,92.405,0.150153,2.340859,0.0205083,1.102445,0.7607494,-0.484723,2.193573,0.0004062193,1.02429,0.2959975,0.7295772
10775,10775,1598,2.0,91.4309,0.1898088,1.927988,0.02074438,0.9935424,0.7793093,-0.04028211,3.020927,-8.259118e-05,1.040632,0.3477513,0.6485814
10776,10776,3366,3.0,90.3612,0.2061868,1.977913,0.01927632,0.894297,0.7871589,-0.6378006,3.0633,-7.764919e-05,1.075367,0.3649133,0.6695106
10777,10777,3840,1.0,90.4584,0.1958136,1.897428,0.02039899,0.896575,0.7139474,-0.7121801,3.101509,-6.364383e-05,1.070828,0.425442,0.6042447
10780,10780,2789,2.0,90.8466,0.1875313,1.879179,0.02374546,1.012318,0.7143443,-0.3767291,2.686487,6.756422e-05,1.178728,0.4152969,0.6044086
10785,10785,213,9.0,90.4325,0.2021664,1.789693,0.02447442,0.9320336,0.7032566,-0.4961202,2.514832,-2.166622e-05,0.9540646,0.4595608,0.5734383
10788,10788,3369,1.0,90.6693,0.1830736,2.136089,0.02459555,0.9140507,0.696115,-0.4682523,2.463865,-2.393731e-05,1.150414,0.4298876,0.6403983
10789,10789,24,1.0,90.3819,0.1830736,2.136089,0.02459555,0.9140507,0.696115,-0.4682523,2.641695,-0.0001745915,1.12913,0.4298876,0.6403983
10791,10791,1813,1.0,89.719,0.1830736,2.136089,0.02459555,0.9140507,0.696115,-0.4682523,2.159794,3.333552e-06,1.070954,0.4298876,0.6403983
10793,10793,1097,1.0,90.77,0.1845519,1.731111,0.02547002,1.092718,0.6877645,-0.1450835,2.226471,-0.0001076416,1.044208,0.4453639,0.5630231
10795,10795,4342,4.0,91.7928,0.1874576,2.063302,0.02481793,0.8901835,0.6711924,-0.8795174,2.341411,-8.353133e-05,1.07779,0.4726305,0.610628
10799,10799,1092,7.0,90.4429,0.1881976,2.034305,0.02409803,0.9697336,0.7533619,-0.2331027,2.735883,-4.078811e-05,1.163049,0.3751884,0.6516976
10803,10803,1858,1.0,92.6355,0.1465162,2.722051,0.02120965,0.8538352,0.7809566,-1.340167,2.858608,-0.0001400435,1.213949,0.2760648,0.7771153
10805,10805,1320,1.0,91.2465,0.1465162,2.722051,0.02120965,0.8538352,0.7809566,-1.340167,2.641278,-7.825825e-05,1.00479,0.2760648,0.7771153
10817,10817,2832,3.0,92.0956,0.1719739,2.222623,0.02024029,0.7949582,0.7163135,-0.7139551,2.683043,-0.0001242885,0.9264503,0.3758652,0.6384272
10823,10823,4383,2.0,92.254,0.1753745,2.382181,0.02055046,0.8807188,0.7619992,-0.523796,2.837732,-0.0003858937,1.04475,0.3385371,0.7351198
10829,10829,3416,1.0,93.8738,0.1192988,2.981813,0.02323813,0.9508047,0.6944364,-0.9608831,2.97943,-0.0002729545,1.263764,0.2969071,0.7785857
10830,10830,1359,1.0,91.9371,0.1569656,2.354873,0.0255084,1.000145,0.6778846,-0.1126319,2.889423,-0.0002873173,1.23065,0.3984922,0.6709845
10832,10832,3599,2.0,92.3537,0.1569656,2.354873,0.0255084,1.000145,0.6778846,-0.1126319,2.431186,-0.0003861193,1.08262,0.3984922,0.6709845
10837,10837,3048,9.0,90.5659,0.1404636,2.624356,0.02575051,0.9831873,0.6936472,-0.0786522,2.359103,-4.753401e-05,1.19709,0.3467931,0.7171876
10838,10838,1480,8.0,90.8469,0.1404636,2.624356,0.02575051,0.9831873,0.6936472,-0.0786522,2.609104,-0.0001124137,1.205063,0.3467931,0.7171876
10839,10839,2763,9.0,89.6233,0.1404636,2.624356,0.02575051,0.9831873,0.6936472,-0.0786522,2.77929,-2.003679e-05,1.051945,0.3467931,0.7171876
10843,10843,3739,3.0,91.0455,0.1404636,2.624356,0.02575051,0.9831873,0.6936472,-0.0786522,3.043837,-1.039269e-05,0.9680481,0.3467931,0.7171876
10849,10849,4229,1.0,93.4814,0.1104375,2.96741,0.0230273,1.058266,0.7540001,-1.002726,3.084606,0.0001854171,1.16632,0.235893,0.7813805
10858,10858,4235,1.0,90.6768,0.1566347,2.327157,0.02389,1.146199,0.7802776,-0.3175929,2.251131,-0.0001606123,1.161899,0.2975673,0.7476466
10860,10860,3415,3.0,91.2426,0.1566347,2.327157,0.02389,1.146199,0.7802776,-0.3175929,2.751892,3.411263e-05,0.9517605,0.2975673,0.7476466
10861,10861,565,2.0,92.5638,0.1564799,2.074156,0.02190372,1.175086,0.7795468,-0.7184723,2.763914,3.3317e-05,0.9687855,0.2946022,0.6773097
10862,10862,1604,2.0,91.2779,0.1704846,1.993219,0.02114898,1.109385,0.74658,-0.6769626,2.807502,3.667763e-05,0.9638047,0.3449659,0.6565646
10864,10864,2447,1.0,92.2224,0.1704846,1.993219,0.02114898,1.109385,0.74658,-0.6769626,2.792167,-0.000188655,0.8555731,0.3449659,0.6565646
10868,10868,416,4.0,89.6236,0.1326958,2.714919,0.02058431,1.126031,0.7467667,-0.5829822,2.275665,4.942629e-05,0.9913924,0.2760179,0.8176256
10875,10875,174,5.0,91.314,0.2052974,1.774291,0.0212205,1.012391,0.7035445,0.1606238,2.251826,0.0001295659,1.014535,0.4589365,0.6067792
10878,10878,3567,1.0,90.9165,0.1941491,1.872376,0.02188692,1.100627,0.7077204,0.1680055,2.55909,2.705717e-05,1.015257,0.4326091,0.6446854
10888,10888,4464,1.0,90.4383,0.2004901,1.872245,0.0197345,0.8932762,0.6845271,-0.6270958,2.331458,0.0001378561,1.044927,0.4713603,0.5966227
10889,10889,3334,1.0,91.2124,0.2004901,1.872245,0.0197345,0.8932762,0.6845271,-0.6270958,2.119084,0.0002810084,1.059911,0.4713603,0.5966227
10890,10890,4630,2.0,91.1657,0.2004901,1.872245,0.0197345,0.8932762,0.6845271,-0.6270958,2.102111,0.0002789041,1.067821,0.4713603,0.5966227
10891,10891,3841,2.0,91.475,0.2064478,1.700923,0.01933563,0.905478,0.6674816,-0.6629371,2.103168,0.0002779298,1.069037,0.5082188,0.5543278
10895,10895,4023,1.0,93.558,0.1859229,2.010065,0.02058298,1.009168,0.6722502,-0.401141,2.485617,0.0003100516,1.035676,0.4583774,0.640219
10897,10897,4634,3.0,92.5721,0.2069419,1.854597,0.02078019,0.9429374,0.6502145,-0.06155722,2.5033,0.0003103031,1.018488,0.5401551,0.597502
10899,10899,826,1.0,90.7279,0.2043693,1.748429,0.02185029,1.024905,0.664365,0.2544674,2.270759,0.0001495959,1.00871,0.5139863,0.585076
10902,10902,1677,2.0,93.0814,0.2185201,1.845739,0.02081257,0.8549096,0.6786905,0.28429,2.476351,0.0002634681,0.8249704,0.5209857,0.596495
10903,10903,1288,1.0,92.6989,0.2128537,1.886042,0.02126038,0.9015039,0.6718083,0.01557785,2.456349,0.0002633432,0.842077,0.5201517,0.6098775
10907,10907,1967,1.0,92.5009,0.1851599,1.953804,0.01911714,1.028522,0.7117886,0.2141668,2.547191,0.0002620852,1.079256,0.4044685,0.6460934
10909,10909,3895,2.0,92.0259,0.1851599,1.953804,0.01911714,1.028522,0.7117886,0.2141668,2.49693,3.441853e-05,1.127463,0.4044685,0.6460934
10910,10910,3595,7.0,91.161,0.1426823,2.215796,0.01991448,1.183538,0.7016987,-0.07888881,2.465443,3.560717e-05,1.138564,0.3315338,0.6747788
10911,10911,332,7.0,91.0935,0.1426823,2.215796,0.01991448,1.183538,0.7016987,-0.07888881,2.61876,3.386274e-05,1.121976,0.3315338,0.6747788
10913,10913,4666,2.0,91.4563,0.1426823,2.215796,0.01991448,1.183538,0.7016987,-0.07888881,3.081431,9.141458e-05,1.107908,0.3315338,0.6747788
10915,10915,829,12.0,95.18,0.09746239,2.800237,0.02042928,1.239027,0.7000206,-0.6092411,3.101753,0.0001018733,1.129812,0.2418955,0.7138009
10916,10916,61,2.0,95.2339,0.09746239,2.800237,0.02042928,1.239027,0.7000206,-0.6092411,2.940489,0.0001794339,0.9938497,0.2418955,0.7138009
10920,10920,3600,7.0,93.9252,0.09575854,2.861696,0.02078931,1.260211,0.6842119,-0.4244241,2.844997,-9.733155e-05,0.9932595,0.2503321,0.7262031
10928,10928,3450,10.0,90.6898,0.1422958,2.583726,0.01907428,0.9275394,0.7077968,-0.02876941,2.570689,-0.0001329147,1.121532,0.3233969,0.7311688
10931,10931,4251,1.0,92.1552,0.1687125,2.162492,0.01982258,0.9141348,0.6954788,-0.1441701,2.565072,-0.0001673845,1.252231,0.3911161,0.6412331
10937,10937,3948,7.0,91.6788,0.08177509,3.823325,0.02163354,0.9714153,0.6660178,0.1982294,2.974535,8.88484e-05,1.080542,0.2345751,0.9273521
10938,10938,2216,8.0,92.395,0.08177509,3.823325,0.02163354,0.9714153,0.6660178,0.1982294,2.995091,2.133673e-05,1.140669,0.2345751,0.9273521
10942,10942,1524,3.0,94.1489,0.161783,2.240015,0.01900822,0.8809972,0.7090895,0.6191697,3.038684,1.026846e-05,0.9780235,0.3608443,0.6499067
10943,10943,4680,1.0,94.9214,0.161783,2.240015,0.01900822,0.8809972,0.7090895,0.6191697,3.009265,7.237368e-05,0.9758416,0.3608443,0.6499067
10945,10945,2704,7.0,97.9291,0.161783,2.240015,0.01900822,0.8809972,0.7090895,0.6191697,3.001585,0.0005813922,1.042851,0.3608443,0.6499067
10954,10954,2671,1.0,93.4711,0.1242635,2.945824,0.02125056,0.8446024,0.7238281,-0.02584449,2.897677,-4.552152e-05,1.174427,0.2789666,0.7714983
10968,10968,378,4.0,90.9539,0.1431707,2.627865,0.0209336,1.023221,0.7277162,-0.2655998,2.452193,3.804934e-05,1.024055,0.3110981,0.7761615
10976,10976,3646,2.0,91.0524,0.09386428,3.490049,0.02016665,1.043784,0.7556871,-1.203947,2.420348,-0.0002007987,1.131264,0.2008098,0.921065
10981,10981,952,8.0,90.6356,0.09271864,3.429304,0.01970626,0.9919225,0.703896,-0.8309165,2.693034,-0.000146916,1.109616,0.2282058,0.8616796
10982,10982,3721,9.0,91.1351,0.09271864,3.429304,0.01970626,0.9919225,0.703896,-0.8309165,2.934259,0.0001508197,1.140428,0.2282058,0.8616796
10985,10985,1332,3.0,90.5227,0.09271864,3.429304,0.01970626,0.9919225,0.703896,-0.8309165,2.850802,0.0001770197,0.9824756,0.2282058,0.8616796
10988,10988,2551,1.0,90.024,0.1408734,2.379778,0.02128238,1.058129,0.6453,-0.4608413,2.561573,0.0001095816,1.09786,0.3909586,0.662752
10989,10989,3256,1.0,90.3928,0.1408734,2.379778,0.02128238,1.058129,0.6453,-0.4608413,2.583165,0.0001247435,1.032488,0.3909586,0.662752
10991,10991,4693,1.0,90.7913,0.1388149,2.536808,0.01986441,1.03867,0.6825875,-0.5943699,2.669343,-7.472304e-05,1.186159,0.3419503,0.7252967
10995,10995,2909,3.0,89.9839,0.1454314,2.386356,0.01884194,1.053303,0.6879961,-0.6004314,2.278422,8.772976e-05,1.046633,0.3484134,0.7029056
11001,11001,1175,1.0,92.0901,0.1652448,2.510913,0.01976997,0.9379457,0.7862712,-0.674285,2.31679,-0.0002597296,1.201852,0.3003109,0.7891611
11003,11003,3833,6.0,90.5867,0.1117043,3.317684,0.02154624,1.005576,0.7370233,-0.2571796,2.104021,5.971188e-05,1.137563,0.2464908,0.9248606
11005,11005,2848,4.0,89.7158,0.0976674,3.382176,0.02109456,1.085529,0.7152013,-0.4572117,2.097454,5.756131e-05,1.145918,0.2334371,0.8966592
11008,11008,4348,2.0,90.6683,0.07168474,3.980307,0.02314097,1.031016,0.6752471,-0.7775311,2.223047,5.431963e-05,1.10546,0.2093827,0.9150968
11010,11010,1254,4.0,90.869,0.07168474,3.980307,0.02314097,1.031016,0.6752471,-0.7775311,2.961415,-9.167918e-05,1.191505,0.2093827,0.9150968
11014,11014,2798,1.0,90.4234,0.1565137,2.502818,0.01950745,0.9362589,0.7290421,-0.2877036,2.927554,-0.0001123328,1.172534,0.3323886,0.7478694
11017,11017,3243,1.0,91.5585,0.1343284,2.577718,0.02064991,0.9816709,0.6797191,0.1338754,2.40932,-0.0001669638,1.141808,0.3368318,0.7040888
11021,11021,1976,4.0,93.1664,0.1247529,2.956647,0.02066991,1.043521,0.714532,-0.04698823,2.337639,-0.000107159,1.323067,0.2860939,0.8441854
11023,11023,3370,1.0,92.8974,0.1016398,2.963448,0.02030376,1.182874,0.6622535,-0.1396248,2.32821,-0.0001100217,1.321649,0.2795107,0.7686843
11028,11028,3352,8.0,91.0327,0.09133325,3.464945,0.02037311,1.216055,0.7368458,-0.05478732,2.375347,-0.000286016,1.003861,0.2069292,0.9521516
11029,11029,2552,1.0,93.0828,0.09133325,3.464945,0.02037311,1.216055,0.7368458,-0.05478732,2.416873,-0.0004862538,0.9511395,0.2069292,0.9521516
11035,11035,4025,3.0,91.3974,0.07208481,4.227636,0.02241894,1.137422,0.7512652,-0.2782548,2.469201,-0.0001737571,1.180045,0.1685825,1.104608
11037,11037,1480,5.0,91.7534,0.07082409,4.140804,0.02008728,1.181102,0.7556354,0.1803976,2.477661,-0.0001862084,1.149135,0.1603466,1.087659
11045,11045,4027,6.0,94.318,0.08178702,3.912381,0.02291666,1.177373,0.7619814,0.1109127,2.108658,0.0005541417,0.9981511,0.1814416,1.057761
11047,11047,1492,1.0,92.6864,0.07694173,3.748969,0.02200431,1.235586,0.6943786,0.3228984,2.113777,0.0003235439,0.9149661,0.2065494,0.9425392
11049,11049,3317,7.0,95.8512,0.07294974,4.023346,0.02220929,1.184599,0.684202,0.290014,2.064976,0.0002813275,0.8951463,0.2046497,1.011725
11051,11051,4213,38.0,96.0178,0.08254225,3.790794,0.02113445,1.276904,0.7041214,0.8115611,2.114868,0.0001746933,0.9172567,0.2104147,1.045822
