,index,Index,N,-logL,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
138,138,4520,9.0,90.25,0.2082764,1.976068,0.0255259,0.8856892,0.7570768,-0.3176796,2.857199,-0.0001337293,0.9923788,0.409038,0.6371115
139,139,2776,12.0,90.3893,0.2082764,1.976068,0.0255259,0.8856892,0.7570768,-0.3176796,2.484391,0.0001270141,1.040262,0.409038,0.6371115
141,141,2161,18.0,90.1893,0.1336065,2.981852,0.02558942,0.9752524,0.7813656,-0.6519561,2.024214,-0.000254319,1.068864,0.2618045,0.8529334
145,145,1037,9.0,90.6969,0.1351775,2.632926,0.02564068,1.114159,0.7278983,-0.5149689,2.1278,-0.0002137552,0.940713,0.3047403,0.7544268
172,172,222,5.0,91.6669,0.1227829,2.697233,0.02025629,1.119196,0.7173003,-1.10334,2.537814,9.228168e-05,1.159797,0.2792572,0.7613854
173,173,953,9.0,91.3481,0.1227829,2.697233,0.02025629,1.119196,0.7173003,-1.10334,2.489819,-0.0001958598,1.002841,0.2792572,0.7613854
177,177,3774,15.0,92.5363,0.1209219,2.711163,0.02103386,1.044031,0.676097,-1.256072,2.628537,0.0001173991,0.8183622,0.3119617,0.7195597
182,182,4488,1.0,90.2814,0.1689032,2.400385,0.02039452,0.9587681,0.7784025,-0.6889237,2.28951,0.0001979002,1.128526,0.3134817,0.7583384
185,185,2399,6.0,90.6527,0.1297428,2.757396,0.02290406,1.076785,0.7341129,-0.7560996,2.336983,-0.0002797694,1.054426,0.2844402,0.7867539
186,186,2223,12.0,89.9718,0.1297428,2.757396,0.02290406,1.076785,0.7341129,-0.7560996,2.069736,-9.718344e-05,1.027586,0.2844402,0.7867539
191,191,2957,1.0,92.0232,0.1851991,1.963259,0.01998441,0.8644633,0.7196461,-0.7050934,2.710171,-8.451856e-05,1.131044,0.3974348,0.6017936
195,195,1912,2.0,92.3878,0.1935684,2.283549,0.02381542,0.7878316,0.7433082,-0.8954968,2.225679,3.571362e-05,1.160741,0.3946157,0.6880083
200,200,3462,12.0,93.1306,0.1440201,2.442171,0.02353474,1.110737,0.6640334,-0.8380808,2.017534,0.0002585548,0.9880976,0.3814551,0.7028438
201,201,1770,5.0,91.8293,0.1020609,2.929184,0.02470607,1.199108,0.6518006,-1.10532,2.014872,0.0002650854,0.9976289,0.2999009,0.7305749
206,206,4265,10.0,92.5817,0.109339,2.988994,0.02460282,1.165529,0.673491,-1.168236,2.184786,8.78797e-05,0.8541845,0.2967127,0.7874577
207,207,3623,7.0,92.4753,0.1598002,1.950281,0.025308,1.155766,0.6829276,-1.247087,2.115614,8.303454e-05,0.8701401,0.3982767,0.5948725
214,214,2148,1.0,95.4873,0.1393528,2.677995,0.02540145,0.9927084,0.7260859,-1.424598,2.665905,-0.0003679958,1.215736,0.3137295,0.7467842
217,217,4933,2.0,91.7115,0.1393528,2.677995,0.02540145,0.9927084,0.7260859,-1.424598,2.14911,1.175767e-05,0.9774542,0.3137295,0.7467842
219,219,4450,4.0,92.4894,0.1144625,2.956228,0.02333034,0.9286343,0.6995529,-1.123203,2.256236,2.182671e-05,0.9407373,0.2828858,0.7424574
220,220,3878,4.0,92.2484,0.1144625,2.956228,0.02333034,0.9286343,0.6995529,-1.123203,2.19372,-0.0001637833,1.090392,0.2828858,0.7424574
221,221,4013,1.0,93.8354,0.12085,3.043452,0.02236983,0.7567528,0.7062123,-1.228453,2.283272,-0.000148719,1.088105,0.2884572,0.7611491
228,228,4990,8.0,92.4251,0.1918729,2.3522,0.02447244,0.7030468,0.7179799,-0.2060475,2.148799,-0.0002571226,1.012156,0.4209341,0.675241
229,229,1554,3.0,94.7117,0.1786051,2.359802,0.02479635,0.8224879,0.7229537,0.2619084,2.098498,-0.0002691735,0.9870943,0.3903968,0.6864547
230,230,3388,3.0,93.6419,0.1786051,2.359802,0.02479635,0.8224879,0.7229537,0.2619084,2.267249,-0.0004089412,1.035473,0.3903968,0.6864547
234,234,356,2.0,90.99,0.1208786,2.854342,0.02517557,1.033498,0.7177915,-0.7974445,2.100352,-0.0001307212,1.129609,0.2847269,0.7556844
237,237,2233,5.0,94.1073,0.1682246,1.85014,0.02521853,1.144708,0.6857514,-0.9428233,2.370404,-0.0002221535,1.254475,0.4127278,0.5813663
241,241,2743,1.0,91.2446,0.1872953,1.761554,0.02546268,1.083964,0.6938934,-0.5559218,2.882401,-0.0001403289,1.127132,0.4432137,0.5759657
244,244,1921,2.0,93.1651,0.2105004,1.897598,0.02099447,0.8642577,0.7284914,0.3591977,2.909375,0.0001643528,0.8496911,0.4374207,0.6185977
247,247,3597,1.0,92.1974,0.2003427,2.139436,0.01902213,0.8226269,0.7677503,-0.9298465,2.97384,0.0002763283,0.9795169,0.3732505,0.6875423
252,252,2296,2.0,91.8866,0.2430787,1.961226,0.02074644,0.7962676,0.8168082,-0.7011592,2.22874,0.0001016206,0.8526356,0.3964013,0.6860968
257,257,4108,4.0,89.5423,0.2477259,1.717201,0.02065589,0.9125629,0.8040654,-0.4920708,2.022512,0.0001114489,0.993236,0.4161131,0.6472801
260,260,2932,18.0,91.4824,0.2064343,2.197692,0.02155692,0.8332709,0.7875105,-0.9487878,2.342711,0.0001857753,1.006874,0.3686639,0.7160278
263,263,3753,1.0,92.2546,0.2097568,2.226503,0.01978995,0.7519948,0.8106671,-1.174087,2.542369,-0.0002011086,0.9837355,0.3502701,0.7173032
264,264,1077,6.0,92.2306,0.2094765,1.899676,0.02140518,0.8557313,0.7335536,-1.033632,2.511818,-0.0002007522,0.9754458,0.4302647,0.615267
266,266,1460,2.0,91.4793,0.1938112,1.93972,0.01906179,0.9670552,0.7368809,-1.098759,2.044324,0.0001490286,0.9448352,0.3932223,0.6462778
269,269,3001,7.0,91.2857,0.1895079,1.951398,0.01986277,0.962811,0.7320977,-0.8352064,2.598477,0.0002221736,0.8980606,0.3918427,0.6366544
270,270,2037,5.0,91.9062,0.185509,1.980734,0.02000702,0.9192158,0.7376039,-0.7354561,2.622167,0.0002279832,0.8885032,0.3789295,0.627158
271,271,4228,1.0,91.2392,0.1387901,2.727687,0.01975194,0.9824352,0.7423368,-0.8139268,2.646807,0.0002300824,0.8848078,0.2888706,0.7974882
273,273,2355,2.0,91.7874,0.1764578,2.101694,0.02057809,1.003882,0.7730266,-0.2912368,2.499022,-0.000119444,0.8471845,0.3308064,0.6819542
275,275,3650,6.0,91.2888,0.1634685,2.306944,0.02182961,1.070365,0.8164422,-0.2166211,2.186019,-0.0001004662,1.08062,0.2789506,0.7525007
278,278,3505,3.0,91.015,0.1634685,2.306944,0.02182961,1.070365,0.8164422,-0.2166211,2.354006,0.0001778677,1.03047,0.2789506,0.7525007
280,280,1382,3.0,91.9352,0.1042158,3.509052,0.01971119,1.004922,0.798282,-1.492805,2.492358,0.0002017341,1.083316,0.195481,0.9988698
288,288,2961,7.0,91.0796,0.08416625,3.993208,0.01901348,0.9292012,0.8192577,-1.494737,2.73771,0.0001660566,1.017695,0.1546878,1.064033
292,292,4787,7.0,95.5026,0.08416625,3.993208,0.01901348,0.9292012,0.8192577,-1.494737,2.37708,0.0005672561,0.9030237,0.1546878,1.064033
296,296,2559,11.0,92.4906,0.08615412,4.024202,0.01960132,0.9023752,0.8078968,-1.165238,3.052688,0.000402482,0.9743499,0.1630152,1.080887
297,297,4424,7.0,93.073,0.08615412,4.024202,0.01960132,0.9023752,0.8078968,-1.165238,2.799489,0.0003271815,0.97576,0.1630152,1.080887
298,298,3759,2.0,92.2043,0.08615412,4.024202,0.01960132,0.9023752,0.8078968,-1.165238,2.530589,0.0003861578,0.9338498,0.1630152,1.080887
300,300,4620,8.0,90.3836,0.08615412,4.024202,0.01960132,0.9023752,0.8078968,-1.165238,2.552829,-0.0001170517,0.9447253,0.1630152,1.080887
303,303,3249,8.0,89.5104,0.1163429,3.253983,0.01902531,0.9279162,0.8008205,-0.6586392,2.912063,7.35033e-05,1.022734,0.212084,0.9234006
306,306,3899,1.0,90.5011,0.1163429,3.253983,0.01902531,0.9279162,0.8008205,-0.6586392,3.071792,0.0002372148,0.9207263,0.212084,0.9234006
312,312,3945,2.0,91.6886,0.1405766,2.906024,0.02195772,0.874865,0.8144952,-0.4240418,2.62922,5.339885e-05,1.199088,0.245972,0.8400923
316,316,3385,8.0,89.7007,0.1126202,3.278069,0.0240405,0.9987989,0.7761905,-0.579882,2.952766,0.0001145979,1.031102,0.2279026,0.8994089
323,323,2961,2.0,93.6596,0.165023,2.419042,0.02614089,0.8937445,0.7398146,-0.3349219,3.070809,-0.0005468197,1.098044,0.3504459,0.6958914
324,324,3156,7.0,93.6735,0.1457619,2.636272,0.02517891,0.9117669,0.7337335,-0.3652987,3.101332,-0.000544908,1.092023,0.3187151,0.7296203
325,325,1322,2.0,94.2228,0.1457619,2.636272,0.02517891,0.9117669,0.7337335,-0.3652987,2.877742,-0.0005134884,1.15292,0.3187151,0.7296203
329,329,4463,2.0,93.4317,0.1082257,3.314958,0.02115498,0.9079334,0.7601119,-0.2326168,3.016012,-0.0004829757,1.129192,0.225046,0.8762077
330,330,3374,4.0,91.9667,0.1082257,3.314958,0.02115498,0.9079334,0.7601119,-0.2326168,2.662731,-0.0002832787,0.9209426,0.225046,0.8762077
346,346,2226,3.0,92.6522,0.1551418,2.641278,0.0221607,1.011636,0.7917619,-0.958267,2.748441,3.202247e-05,1.124866,0.2838575,0.8276782
347,347,4198,1.0,90.8263,0.1862485,1.881603,0.02234764,1.048154,0.76151,-0.6621725,2.707898,2.501386e-05,1.112373,0.3608228,0.6327977
348,348,3189,2.0,91.1814,0.1737214,2.167093,0.02220906,1.049963,0.7317922,-0.40106,2.740006,2.607865e-05,1.092759,0.3670725,0.6938256
349,349,3499,1.0,91.1488,0.1737214,2.167093,0.02220906,1.049963,0.7317922,-0.40106,2.872113,-0.0001899096,0.9282268,0.3670725,0.6938256
354,354,4657,2.0,90.8505,0.1819686,2.146778,0.02084288,0.9673155,0.7342966,-0.4753805,2.637284,-0.0002555125,0.8979171,0.3773346,0.684884
356,356,1159,2.0,90.3456,0.2149299,1.915717,0.02070689,0.8630934,0.7652108,-0.260496,2.596809,-0.000239664,1.043759,0.4035213,0.6412671
357,357,500,11.0,90.3849,0.2149299,1.915717,0.02070689,0.8630934,0.7652108,-0.260496,2.03474,1.304637e-05,1.137074,0.4035213,0.6412671
367,367,3376,2.0,90.651,0.1613225,2.573266,0.02213131,0.9673055,0.7848765,-0.5510814,2.306126,-0.0003269118,1.020767,0.2988452,0.8003356
374,374,3196,3.0,90.3463,0.1021218,3.449807,0.02166488,1.025509,0.7728345,-0.6564164,2.155335,-0.000272591,1.058591,0.2083315,0.9429445
380,380,787,7.0,91.2563,0.1405639,2.392242,0.0209165,1.036056,0.6424505,-0.3248495,2.49223,-0.0002460243,1.133667,0.392798,0.6611339
385,385,4303,4.0,90.6632,0.1380423,2.610223,0.02040041,0.9176479,0.6808182,-0.1724848,2.983458,-0.0002637078,1.066216,0.3432195,0.7108613
386,386,2889,1.0,90.8317,0.1380423,2.610223,0.02040041,0.9176479,0.6808182,-0.1724848,2.895139,-0.000277496,1.044991,0.3432195,0.7108613
390,390,2080,5.0,91.8001,0.1249688,3.073704,0.02148392,0.8962746,0.7315933,-0.04452161,3.013886,-0.0003138481,1.142111,0.2748299,0.8423338
391,391,4140,9.0,90.9243,0.1249688,3.073704,0.02148392,0.8962746,0.7315933,-0.04452161,2.959062,-0.0002358918,1.055279,0.2748299,0.8423338
396,396,1443,13.0,91.9125,0.0978194,3.345589,0.02260083,0.9665476,0.6841668,0.1721306,2.670446,-0.0001852334,1.066113,0.258638,0.8242518
402,402,2113,5.0,93.4202,0.1046306,3.133961,0.01996417,0.9797268,0.6894649,-0.4831972,2.342088,-0.0002324919,0.778262,0.2634602,0.7994517
409,409,485,5.0,90.8422,0.1411164,2.398342,0.02247228,1.093237,0.6897324,-0.4953918,2.386604,-0.0002916184,1.062285,0.3452222,0.6880372
411,411,4630,5.0,94.694,0.1512565,2.095431,0.01919028,1.022689,0.6965477,-0.2467326,2.451867,-0.0002926745,1.036709,0.3526348,0.6143939
414,414,652,5.0,92.9999,0.1717787,2.050299,0.01979205,0.9083768,0.6907544,-0.1926547,2.518593,-0.0003033452,0.9070186,0.4028466,0.6094351
417,417,446,1.0,91.7888,0.1808356,2.141311,0.01989737,0.8609647,0.6934011,0.006533346,2.288366,-0.0001001495,1.053512,0.4188332,0.6422417
420,420,4913,9.0,94.99,0.2069195,1.870802,0.01886435,0.8539846,0.705937,0.5139034,3.127437,-0.0004043828,0.9457412,0.4543582,0.6042213
428,428,4799,6.0,91.2378,0.1349545,2.981195,0.01908067,0.8755624,0.8185561,0.07508903,2.738226,0.0001087466,0.9409383,0.2308529,0.8698695
429,429,45,3.0,91.1897,0.1530403,2.802396,0.01896455,0.8773734,0.8074103,0.1978784,2.721862,0.0001025965,0.9391784,0.2648351,0.8586506
431,431,1329,1.0,92.4748,0.1961094,2.178941,0.01921476,0.774779,0.788472,0.2931033,2.707634,9.53676e-05,1.053394,0.3473902,0.682494
434,434,1382,1.0,93.1497,0.193787,2.153672,0.02052229,0.7898926,0.72553,-0.03536249,2.9744,0.0003999041,0.8211589,0.4083511,0.6547437
438,438,27,1.0,91.7538,0.1801127,2.080438,0.02270734,1.012665,0.7252729,-0.2699748,2.665079,0.0002716765,0.8818182,0.3867988,0.6619668
442,442,1595,2.0,92.7806,0.08015699,3.685456,0.0202912,1.081293,0.7208032,-0.3005621,2.932907,0.0001390733,0.8116728,0.194574,0.9087749
447,447,1173,4.0,91.3493,0.1299475,2.411886,0.0200375,1.229993,0.6800858,-0.1490615,2.705937,0.000174725,0.9282317,0.3256729,0.7082327
450,450,4850,5.0,92.0316,0.1274216,2.270852,0.01943593,1.211262,0.6733638,-0.2644621,2.30544,-5.650277e-05,1.028701,0.32531,0.647379
454,454,926,3.0,91.8335,0.1699555,1.9817,0.01906419,0.9863316,0.6703791,-0.5218876,2.663992,0.0002026694,1.225548,0.4220303,0.6023219
455,455,616,4.0,92.4138,0.1939158,1.747275,0.02025387,1.014638,0.7180625,-0.5720332,2.577364,0.000191293,1.244884,0.4166176,0.5904566
457,457,4471,1.0,91.4066,0.1526437,2.15546,0.02006604,1.064912,0.7082395,-0.745578,2.468537,7.49743e-05,1.146824,0.3455996,0.6475683
461,461,1943,1.0,94.0775,0.1520007,2.089118,0.01903059,1.027794,0.6905309,0.330071,2.751591,4.406103e-05,1.08539,0.3600326,0.6145943
469,469,1093,3.0,92.3046,0.1437375,2.119702,0.02238329,1.110396,0.6463467,-0.1515979,3.025398,-3.139568e-05,1.222309,0.3991845,0.5968341
473,473,297,9.0,94.399,0.07053755,3.845484,0.02455262,1.024814,0.6814436,-1.035247,3.106349,-4.266413e-06,1.265087,0.2061616,0.8324935
478,478,1287,10.0,92.0613,0.06907233,3.939183,0.02267901,1.167139,0.6680095,-1.341227,3.125633,6.143144e-05,1.031667,0.2070549,0.9149575
480,480,2997,1.0,91.4972,0.06907233,3.939183,0.02267901,1.167139,0.6680095,-1.341227,2.300104,8.809151e-05,0.8509913,0.2070549,0.9149575
490,490,1501,2.0,92.7554,0.07193323,3.752082,0.0213648,1.240056,0.695177,-0.6164944,2.082166,-0.0002291298,0.905484,0.1943882,0.9027816
493,493,3460,14.0,91.535,0.09474242,3.34706,0.01988754,1.249164,0.7454988,-0.2148362,2.2019,-0.0002511485,0.8475422,0.2074139,0.9430533
494,494,2042,10.0,91.5785,0.09474242,3.34706,0.01988754,1.249164,0.7454988,-0.2148362,2.543313,-0.0003319511,1.027225,0.2074139,0.9430533
495,495,4335,4.0,93.1564,0.09474242,3.34706,0.01988754,1.249164,0.7454988,-0.2148362,2.03369,-0.0003609449,0.9010571,0.2074139,0.9430533
497,497,3928,3.0,94.3159,0.1905734,2.264259,0.01992977,0.9726413,0.7746914,0.4085422,2.043284,-0.0003615153,0.8802748,0.3518261,0.7636935
504,504,170,1.0,90.4233,0.108908,3.094218,0.01914428,1.088805,0.7119159,-0.8714406,2.100141,-0.0001399808,0.9714727,0.253927,0.8524521
510,510,1641,1.0,93.1562,0.1649341,2.322655,0.01955465,0.9987894,0.7517118,-0.5871902,2.098124,-0.0004621807,0.8663146,0.3276278,0.7302621
514,514,3674,1.0,92.8495,0.1958596,1.77665,0.01923257,1.086657,0.8199452,-0.6090491,2.598492,-0.0002719436,0.9377664,0.3208881,0.6591178
519,519,1993,1.0,91.5975,0.1409308,2.500171,0.02003771,1.219891,0.7840007,-0.08847298,2.31771,-0.0001681538,1.215875,0.2629314,0.8145894
521,521,2631,1.0,92.3652,0.1409308,2.500171,0.02003771,1.219891,0.7840007,-0.08847298,2.594375,0.0001249931,1.141967,0.2629314,0.8145894
523,523,2924,8.0,92.7283,0.1409308,2.500171,0.02003771,1.219891,0.7840007,-0.08847298,2.973622,0.0002552591,0.8992951,0.2629314,0.8145894
528,528,1025,4.0,92.9743,0.1835664,1.981461,0.01975414,0.972261,0.7812088,-0.6895793,2.523318,0.0003572429,0.9558327,0.3342111,0.6520126
534,534,2156,3.0,90.5644,0.2046723,2.122271,0.02200429,0.8485473,0.7658503,-0.2515262,2.445315,0.0001486596,1.193263,0.387571,0.6841985
536,536,1670,5.0,90.9746,0.2306456,1.750169,0.02169959,0.8378929,0.7783398,-0.1829233,2.604751,1.035813e-05,0.967355,0.4176032,0.6028349
540,540,3914,3.0,90.0615,0.202398,2.085519,0.02143199,0.8911515,0.7959939,-0.5441872,2.597717,-4.580627e-05,1.081304,0.3542802,0.691866
543,543,3551,2.0,90.7702,0.1537841,2.283867,0.0213647,1.117333,0.7742093,-0.8818921,2.554946,-5.024041e-05,1.092893,0.2932815,0.7242081
544,544,2100,4.0,91.9387,0.1537841,2.283867,0.0213647,1.117333,0.7742093,-0.8818921,2.428703,-0.0003283625,1.023589,0.2932815,0.7242081
545,545,3857,4.0,91.6379,0.1269554,3.028151,0.01935319,0.9844682,0.8089599,-1.135897,2.535485,-0.0003159067,1.025416,0.2245554,0.8957273
546,546,1327,1.0,91.5503,0.1269554,3.028151,0.01935319,0.9844682,0.8089599,-1.135897,2.505442,-0.0003255923,0.9740355,0.2245554,0.8957273
547,547,1330,1.0,91.9872,0.1269554,3.028151,0.01935319,0.9844682,0.8089599,-1.135897,2.775181,-0.0003392307,0.9319358,0.2245554,0.8957273
553,553,2719,1.0,93.7452,0.1146896,3.020085,0.0189631,1.03651,0.8165059,-1.702265,3.018462,7.418599e-05,0.8759831,0.2014406,0.857357
554,554,4776,4.0,92.8531,0.1146896,3.020085,0.0189631,1.03651,0.8165059,-1.702265,2.774967,-4.812375e-05,1.191685,0.2014406,0.857357
555,555,1399,5.0,93.0686,0.1559157,2.156763,0.01954478,1.076141,0.7582922,-1.432455,2.729617,-5.543151e-05,1.18336,0.3062651,0.6763803
557,557,2987,3.0,92.667,0.1809496,1.896591,0.02161113,1.085142,0.7942328,-0.9473247,2.938325,1.409191e-05,1.070045,0.3221354,0.6513399
559,559,3080,3.0,91.1688,0.1995174,2.00907,0.02359617,0.9748297,0.7842366,-0.9350615,2.754812,5.216156e-05,1.023847,0.3638177,0.676614
569,569,4303,12.0,92.1453,0.1744092,2.642684,0.02546828,0.7287039,0.8195083,-1.189506,2.875374,0.0001964478,0.993142,0.2985758,0.7666535
570,570,1259,1.0,91.5751,0.1910004,2.446713,0.02602037,0.7138162,0.8009456,-0.6616708,2.866548,0.0001920565,0.9665014,0.3392988,0.7201812
572,572,2037,3.0,90.9232,0.1604477,2.364872,0.02262566,0.9409103,0.7027815,-0.5911203,2.885817,0.0001787214,0.9461471,0.3719716,0.6868746
575,575,4452,5.0,90.2442,0.1670803,2.070154,0.02260064,0.9903414,0.6721733,-0.3446161,2.447586,-0.0001381633,1.045789,0.4212439,0.6105384
579,579,888,3.0,91.2564,0.1505929,2.29985,0.02274273,1.176951,0.7079405,-0.05924286,2.285988,2.22519e-05,0.9413464,0.3471404,0.7123742
584,584,2089,1.0,90.8477,0.1638242,1.955853,0.01930668,1.10763,0.6722197,-0.6070608,2.536481,-5.115154e-05,0.9145676,0.4066905,0.6138273
586,586,2861,2.0,92.3918,0.1199405,2.505236,0.01933624,1.154257,0.6984667,-0.7388384,2.583861,8.125575e-05,1.098832,0.2868079,0.6915714
587,587,1032,1.0,92.1019,0.1199405,2.505236,0.01933624,1.154257,0.6984667,-0.7388384,3.072038,-1.451298e-05,0.9725805,0.2868079,0.6915714
590,590,529,3.0,90.9039,0.102396,2.974357,0.02140671,1.188654,0.679419,-0.6669924,2.90006,-8.790864e-05,0.9635072,0.2695929,0.7766105
591,591,719,8.0,90.9018,0.102396,2.974357,0.02140671,1.188654,0.679419,-0.6669924,2.952078,-0.000130012,1.020681,0.2695929,0.7766105
593,593,676,1.0,91.8886,0.07464857,3.570642,0.0201183,1.172354,0.6431978,-0.786053,2.723492,-0.000243643,0.976254,0.2306266,0.8247615
594,594,4749,1.0,92.7821,0.07464857,3.570642,0.0201183,1.172354,0.6431978,-0.786053,3.040327,-0.0002485053,1.207593,0.2306266,0.8247615
595,595,1469,5.0,92.7021,0.07464857,3.570642,0.0201183,1.172354,0.6431978,-0.786053,2.829382,-0.0001063599,1.263324,0.2306266,0.8247615
599,599,3767,6.0,92.405,0.09143151,3.416809,0.0201261,1.209297,0.7263393,-0.6363383,3.019021,4.587931e-05,1.212713,0.212677,0.9265955
