,index,Index,N,-logL,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
13956,1877,15837,7.0,93.9371,0.173731,2.444845,0.02251872,0.7332369,0.7604792,0.2195514,2.496759,-0.0002136506,0.9959471,0.3404533,0.6978482
13966,1887,16610,2.0,92.2756,0.117338,3.488013,0.02384841,0.8605012,0.8037884,-0.3067262,2.73439,0.0002641028,1.181192,0.2195262,0.975672
13969,1890,16993,1.0,92.0889,0.1360679,2.698079,0.02117403,0.9809553,0.7835267,-0.5476731,2.820535,0.0002649624,1.113925,0.2571794,0.7768107
13971,1892,18089,3.0,93.0734,0.1678549,2.022952,0.02167762,1.045317,0.748307,0.03601969,2.685828,0.0001743856,0.9587504,0.3396233,0.6386439
13974,1895,16771,4.0,91.3151,0.2033734,1.909962,0.01905077,0.7791107,0.6869912,-0.05208165,2.844736,0.0001920383,0.9522868,0.4726455,0.5862577
13976,1897,18768,5.0,92.3763,0.1453159,2.71389,0.01905225,0.8829649,0.687052,-0.2710434,2.752174,0.0003015458,1.030513,0.3495723,0.7702511
13977,1898,18904,1.0,92.9772,0.1453159,2.71389,0.01905225,0.8829649,0.687052,-0.2710434,2.451017,0.0003536279,0.8408481,0.3495723,0.7702511
13994,1915,19608,1.0,90.1829,0.1349346,2.694586,0.02362072,1.022544,0.7033822,-0.4953876,2.452012,-0.0001910973,0.9120502,0.3217798,0.7509415
13996,1917,16007,2.0,91.225,0.1443508,2.545895,0.02293449,1.001651,0.7661611,-0.764456,2.425933,-0.000194602,0.931853,0.2860795,0.7406307
13998,1919,19808,1.0,91.8915,0.1401893,2.38108,0.02416543,1.167735,0.7716775,-0.7265095,2.398295,-0.0001978902,1.001124,0.2770826,0.7187963
14001,1922,17493,1.0,92.3751,0.1114513,2.785434,0.02394732,1.200056,0.7359325,-1.06699,2.895059,-6.339892e-05,0.9027637,0.2511884,0.7540619
14004,1925,18677,1.0,92.6175,0.1233584,2.49486,0.0257973,1.266255,0.7260301,-0.6743342,2.405891,-0.0002438908,1.093869,0.2841856,0.7083401
14015,1936,15545,1.0,90.7043,0.1303628,2.838938,0.02617981,1.069294,0.7951451,-0.7340643,2.350639,-0.00018425,1.080855,0.2486125,0.8152182
14022,1943,15041,1.0,91.582,0.1161351,3.197055,0.02585878,0.9653339,0.7323637,-1.004201,2.686998,-0.0002573357,1.087443,0.2659387,0.8480878
14025,1946,18746,6.0,90.8489,0.1171792,2.917505,0.02390681,0.958526,0.6768627,-0.6897708,2.87378,-0.0002530396,1.035166,0.3093577,0.7393273
14048,1969,16163,3.0,90.734,0.1582688,2.265056,0.0223133,0.9149139,0.661356,-0.7444964,2.628542,-0.0001010514,1.082996,0.4143338,0.6317156
14053,1974,15692,2.0,90.4557,0.1526399,2.490842,0.02085339,0.9223846,0.7026787,-0.6876168,2.576213,0.0001301876,0.9029501,0.3526781,0.7145003
14056,1977,18947,2.0,91.0536,0.1844149,2.009877,0.02211196,0.9811952,0.7467862,-0.163419,2.659451,0.0002588346,0.9792804,0.3714807,0.646528
14057,1978,19918,12.0,92.1837,0.1844149,2.009877,0.02211196,0.9811952,0.7467862,-0.163419,3.065408,3.185076e-06,1.284031,0.3714807,0.646528
14060,1981,17399,1.0,91.3201,0.1317126,2.664293,0.02112284,1.082367,0.6968577,-0.4446125,2.731367,0.0001530584,1.023245,0.3160547,0.7596078
14064,1985,15915,3.0,91.4197,0.09370039,3.389614,0.02179042,1.086195,0.7068814,-1.107603,3.032731,0.0001136104,0.9585344,0.232418,0.8662817
14068,1989,19736,5.0,91.7626,0.1029529,3.38357,0.02007135,0.9854146,0.7579984,-1.271861,3.129824,2.908794e-05,1.111416,0.2152395,0.9120505
14069,1990,16287,8.0,91.5473,0.1029529,3.38357,0.02007135,0.9854146,0.7579984,-1.271861,2.892158,-0.0002486621,0.9575915,0.2152395,0.9120505
14070,1991,15910,1.0,92.0135,0.1029529,3.38357,0.02007135,0.9854146,0.7579984,-1.271861,2.696341,-0.0003108966,1.092867,0.2152395,0.9120505
14074,1995,19956,1.0,92.3531,0.09153155,3.314875,0.01903309,1.007674,0.6980494,-1.184058,2.70542,-0.0001158386,1.133228,0.2282268,0.8150823
14080,2001,15537,2.0,90.6435,0.08795725,3.672929,0.01887685,1.069881,0.7448254,-0.8783466,3.017729,9.661985e-05,1.081651,0.1937365,0.9821087
14081,2002,16899,3.0,91.0546,0.107137,3.223706,0.01964269,1.054727,0.7596638,-0.9147939,2.985516,9.72706e-05,1.088449,0.2208045,0.8950497
14087,2008,16206,2.0,92.8747,0.1306614,2.69606,0.02139886,1.251617,0.739099,-0.1710011,2.166273,0.000261883,1.160784,0.2795415,0.8424529
14091,2012,16124,3.0,92.905,0.1570391,1.991161,0.02147939,1.291573,0.746022,0.4394883,2.285204,0.0001367262,1.064979,0.3219171,0.6818602
14097,2018,16554,2.0,93.998,0.1731687,1.791221,0.02283972,1.268227,0.7176378,0.4093947,2.230035,0.0003979716,1.087732,0.3818466,0.6303896
14099,2020,19052,6.0,91.5961,0.1731687,1.791221,0.02283972,1.268227,0.7176378,0.4093947,2.139712,8.631542e-05,0.9912422,0.3818466,0.6303896
14106,2027,15194,8.0,91.5368,0.1464677,2.582158,0.02505344,1.09903,0.7430524,-0.3055993,2.192045,0.0003763972,0.9235768,0.311822,0.7772321
14110,2031,17926,6.0,94.3681,0.1631246,2.443821,0.02535949,1.02416,0.772021,-0.2591221,2.746063,0.0004387164,0.8157235,0.3173205,0.7554047
14112,2033,19147,3.0,93.9976,0.1653035,2.136162,0.02478713,1.155337,0.7502148,-0.05880528,2.696263,0.0004250577,0.8062304,0.3388899,0.6920161
14125,2046,17039,12.0,90.3291,0.1127419,3.382747,0.02349918,1.069004,0.7991474,-0.1806142,2.134906,9.792492e-05,1.153261,0.2143399,0.9883116
14131,2052,18439,2.0,89.7086,0.1134488,3.177162,0.02258156,1.124367,0.8053718,-0.768923,2.308022,-3.451941e-05,0.9526332,0.2107145,0.9276715
14136,2057,17227,6.0,93.1579,0.1610641,2.150596,0.02074441,1.103377,0.7586002,-0.248475,3.036669,0.0004150192,1.089377,0.3170474,0.6906858
14139,2060,15443,3.0,94.4658,0.119001,3.040037,0.01913421,1.173361,0.7808316,-0.02455385,3.059046,0.0004054905,1.071035,0.2276198,0.9367038
14142,2063,19028,7.0,91.8374,0.09815089,3.372872,0.01922892,1.16029,0.8081047,-0.727078,2.533112,0.0003087988,1.013781,0.1807319,0.9645643
14144,2065,18606,1.0,92.7711,0.09815089,3.372872,0.01922892,1.16029,0.8081047,-0.727078,2.642453,0.0004053745,1.063297,0.1807319,0.9645643
14147,2068,17946,1.0,92.218,0.08279446,3.763319,0.01881818,1.174503,0.8175856,-1.001035,2.771516,5.281089e-05,1.2298,0.1529768,1.042617
14152,2073,16098,1.0,91.2916,0.08279446,3.763319,0.01881818,1.174503,0.8175856,-1.001035,2.93843,-6.763386e-05,0.9332752,0.1529768,1.042617
14157,2078,15073,8.0,91.9044,0.08279446,3.763319,0.01881818,1.174503,0.8175856,-1.001035,2.912025,-0.0001368741,1.180075,0.1529768,1.042617
14160,2081,15688,1.0,92.7604,0.08279446,3.763319,0.01881818,1.174503,0.8175856,-1.001035,2.656414,0.0001141344,1.270997,0.1529768,1.042617
14161,2082,15232,9.0,91.9244,0.08279446,3.763319,0.01881818,1.174503,0.8175856,-1.001035,2.596975,2.746322e-05,1.212841,0.1529768,1.042617
14164,2085,17311,2.0,92.3135,0.1081119,3.138674,0.01997782,1.216385,0.7817425,-1.072835,2.707995,9.611852e-05,1.038548,0.2106518,0.9322918
14165,2086,16199,1.0,91.0143,0.1081119,3.138674,0.01997782,1.216385,0.7817425,-1.072835,2.262046,0.0001311467,0.9548205,0.2106518,0.9322918
14173,2094,17789,7.0,92.3164,0.1854165,1.839674,0.02008719,1.163984,0.7607863,-0.5836557,2.582963,0.0002501254,1.148571,0.3561667,0.6646558
14175,2096,19663,2.0,92.822,0.1854165,1.839674,0.02008719,1.163984,0.7607863,-0.5836557,2.660041,0.0002962458,0.9017527,0.3561667,0.6646558
14179,2100,16623,3.0,90.2095,0.1901629,1.870974,0.02011259,1.060708,0.7105984,-0.4286696,2.272046,-4.732934e-05,1.042493,0.4177039,0.6335143
14180,2101,16771,4.0,91.2931,0.179138,2.045465,0.01947379,1.073569,0.732792,0.06817299,2.276626,-5.342646e-05,1.011418,0.3710649,0.6843169
14182,2103,19711,5.0,91.951,0.1683589,2.296317,0.01937192,1.065805,0.7293329,-0.3920197,2.213921,0.0002593125,0.937809,0.3541371,0.7460949
14184,2105,15287,5.0,91.4897,0.1683589,2.296317,0.01937192,1.065805,0.7293329,-0.3920197,2.386587,8.860318e-05,0.932527,0.3541371,0.7460949
14192,2113,18632,3.0,91.6758,0.1850705,2.221083,0.01894818,0.9745027,0.7385035,0.009943553,2.520469,0.000172352,0.8720613,0.3752614,0.7299625
14205,2126,15803,3.0,91.4346,0.1511785,2.70451,0.02385407,0.8909776,0.7477242,0.08005981,2.811277,-4.47139e-05,1.243232,0.3142182,0.7755403
14207,2128,16866,3.0,91.5216,0.1232628,3.21596,0.02356786,0.9111978,0.7686368,-0.2181482,2.716369,1.245793e-05,1.213103,0.2496177,0.8951364
14215,2136,17686,1.0,92.6472,0.1211792,2.845569,0.02298658,1.036135,0.6982343,0.02114011,2.156823,0.0003948055,0.9325475,0.297027,0.7624763
14216,2137,18351,3.0,94.1291,0.1211792,2.845569,0.02298658,1.036135,0.6982343,0.02114011,2.262081,0.0004730452,0.9672247,0.297027,0.7624763
14217,2138,17409,14.0,93.7852,0.10822,3.056978,0.02376695,1.119419,0.7220501,0.1425552,2.211662,0.0004645907,0.965685,0.2543962,0.8138614
14221,2142,17838,1.0,91.6704,0.1293562,2.875718,0.02077891,1.00104,0.7785926,-0.2218681,2.329218,0.0003282503,0.9447786,0.2487259,0.8305656
14227,2148,16329,8.0,90.7447,0.1673167,2.46536,0.01974244,0.8881145,0.7777013,-0.001576397,2.757715,-6.951563e-05,0.8530207,0.3103461,0.7571569
14229,2150,15179,7.0,90.1939,0.1673167,2.46536,0.01974244,0.8881145,0.7777013,-0.001576397,2.58419,2.519753e-06,0.969653,0.3103461,0.7571569
14233,2154,18492,2.0,90.5036,0.1665563,2.189064,0.0214447,1.152421,0.784541,-0.5262332,2.53661,3.944752e-05,1.055631,0.3064886,0.7408315
14235,2156,15828,4.0,90.9602,0.200795,1.729038,0.0225211,1.152577,0.8147172,-0.3131123,2.250489,0.0001300114,0.9923727,0.3374094,0.6608201
14238,2159,19804,8.0,91.2841,0.200795,1.729038,0.0225211,1.152577,0.8147172,-0.3131123,2.656327,9.910495e-05,0.9600691,0.3374094,0.6608201
14247,2168,15244,2.0,94.7744,0.1326445,2.563318,0.02314027,1.245951,0.7505499,-0.7031397,2.876056,0.0002480316,0.8356228,0.2776884,0.7874656
14255,2176,18523,5.0,94.8228,0.1853866,1.771666,0.02434422,1.226078,0.7538595,0.1796064,2.53689,0.0001464637,1.369307,0.3701802,0.642743
14259,2180,18143,4.0,96.3592,0.2042078,1.933589,0.02580697,1.149595,0.8021208,0.7802892,2.871366,0.0002703148,1.179592,0.3585013,0.7187238
14263,2184,18022,6.0,92.2652,0.1888651,2.070117,0.02547737,1.133448,0.7910865,0.02817302,2.627543,0.0003419333,1.011249,0.343529,0.7272244
14266,2187,18209,4.0,96.9158,0.1903706,2.106265,0.02453164,1.06023,0.772742,-0.04953055,2.841198,0.000567774,1.085385,0.3609705,0.7146955
14267,2188,17426,6.0,95.1499,0.1741924,2.327077,0.02229414,0.9005375,0.7898218,-0.9301309,2.962708,0.0005921652,1.11795,0.3160064,0.7173165
14268,2189,16314,3.0,93.1912,0.1741924,2.327077,0.02229414,0.9005375,0.7898218,-0.9301309,2.721651,0.0004561725,0.9650138,0.3160064,0.7173165
14274,2195,19789,4.0,93.0866,0.1781639,2.065011,0.02288169,1.081003,0.7458151,-0.3924883,2.472431,0.0001569355,0.7317068,0.3625947,0.6801579
14277,2198,16225,2.0,93.5761,0.1143629,3.176721,0.02263632,1.114167,0.757372,-0.816509,2.191866,2.686136e-05,0.6716681,0.2399589,0.9150161
14282,2203,19404,1.0,94.0288,0.1559364,2.084168,0.0225035,1.223173,0.7978698,-0.978235,2.679984,7.71377e-05,0.820023,0.2813149,0.698752
14286,2207,15946,2.0,92.2458,0.1412426,2.680451,0.02172287,1.132835,0.8012256,-0.8663196,2.887543,1.255291e-05,1.036831,0.2548585,0.8492337
14295,2216,16280,2.0,92.8239,0.1606024,2.359183,0.01899243,0.9259774,0.8080096,-1.151757,2.445178,0.0002584395,0.9259021,0.2760678,0.7241487
14299,2220,18769,4.0,90.2629,0.1559021,2.643147,0.02102388,0.9430016,0.7996599,-1.067091,2.165378,-0.0001288113,1.06968,0.2776893,0.8127749
14301,2222,19428,6.0,90.1948,0.2086918,1.915467,0.02135047,0.961686,0.8151859,-0.6858034,2.208919,-6.37506e-06,1.026675,0.3471432,0.6742998
14306,2227,16725,3.0,89.767,0.2177741,1.790162,0.02076918,1.022867,0.8162233,-0.5215442,2.144336,8.410244e-05,1.040316,0.3590213,0.6713343
14307,2228,16828,6.0,89.9183,0.2386792,1.759415,0.0196862,0.8554689,0.7968834,-0.4672029,2.228593,9.419808e-05,1.032343,0.4078741,0.6325658
14308,2229,17973,9.0,90.5606,0.2386792,1.759415,0.0196862,0.8554689,0.7968834,-0.4672029,2.005822,0.0001990905,1.03284,0.4078741,0.6325658
14309,2230,16914,2.0,91.1007,0.2386792,1.759415,0.0196862,0.8554689,0.7968834,-0.4672029,2.209627,0.0002869669,0.9320171,0.4078741,0.6325658
14313,2234,19764,2.0,92.1054,0.2386792,1.759415,0.0196862,0.8554689,0.7968834,-0.4672029,2.029657,0.0004069702,1.038925,0.4078741,0.6325658
14318,2239,17903,8.0,90.5385,0.2386792,1.759415,0.0196862,0.8554689,0.7968834,-0.4672029,2.425826,0.0002233315,1.02446,0.4078741,0.6325658
14323,2244,16617,1.0,90.2511,0.2386792,1.759415,0.0196862,0.8554689,0.7968834,-0.4672029,2.948211,4.491934e-05,0.9362588,0.4078741,0.6325658
14326,2247,17138,1.0,91.8909,0.2386792,1.759415,0.0196862,0.8554689,0.7968834,-0.4672029,2.483931,-0.0003657373,1.170745,0.4078741,0.6325658
14341,2262,19681,6.0,90.8354,0.1664465,2.56011,0.02048901,0.8012629,0.786421,-0.3780738,2.631916,3.81246e-05,1.194429,0.3033022,0.7590937
14348,2269,16680,5.0,90.1271,0.1694681,2.636407,0.01882572,0.7534266,0.8184254,-0.3973752,2.996973,0.0001790548,1.025089,0.2820727,0.7946053
14352,2273,15248,3.0,90.2662,0.1362806,2.91007,0.02319943,1.01679,0.8195934,-0.6310805,3.084862,7.746551e-06,1.036574,0.2383747,0.8742671
14353,2274,16571,5.0,89.9111,0.1362806,2.91007,0.02319943,1.01679,0.8195934,-0.6310805,2.996568,-1.078034e-05,1.034331,0.2383747,0.8742671
14355,2276,17416,3.0,90.3455,0.1368327,2.737659,0.02213623,1.035947,0.7961136,-1.116187,2.276247,-5.901578e-05,1.060732,0.2518364,0.8127305
14356,2277,15762,1.0,90.711,0.1552371,2.369911,0.02344352,1.178187,0.8198186,-0.9433732,2.150317,-7.955261e-05,1.068253,0.2668115,0.7868153
14360,2281,15512,4.0,90.8785,0.1133968,3.32287,0.0218558,0.9798991,0.8182769,-1.169777,2.841049,-1.496375e-05,1.060573,0.2029591,0.9415742
14361,2282,17639,3.0,90.8972,0.1049285,3.503439,0.02291659,0.9028058,0.7966487,-1.327947,2.889147,7.374008e-07,1.064116,0.2024571,0.9320666
14365,2286,16320,1.0,91.0754,0.09980129,3.428476,0.02252103,0.9728341,0.7422167,-1.209143,2.867957,2.944769e-05,1.173689,0.2232159,0.8857165
14370,2291,17972,7.0,89.9611,0.1903331,2.06054,0.02296101,0.9396815,0.7529968,-0.3215659,2.94408,3.796075e-05,1.116067,0.3773134,0.6595725
14373,2294,18779,3.0,92.0064,0.1493631,2.357706,0.02139368,0.9998015,0.7403651,-0.3418721,2.686601,0.0001728678,0.934457,0.3126953,0.689419
14382,2303,15620,3.0,94.132,0.1261433,2.924216,0.022387,1.117926,0.8007993,-0.6418517,2.309753,-0.0004618292,1.282841,0.23262,0.8781242
14385,2306,17307,1.0,90.7489,0.1601623,2.496884,0.01925976,1.00009,0.8154423,-0.3049393,2.062718,-0.0002941858,1.073678,0.2707982,0.8031345
14395,2316,16073,2.0,94.0547,0.1301236,2.674994,0.02080387,1.045912,0.7288467,-1.427987,2.574808,0.0001421041,0.7338216,0.2853287,0.7571794
14398,2319,16956,5.0,93.6386,0.09853068,3.352905,0.02385536,1.02094,0.7413408,-1.190014,2.580028,0.0001532135,0.7203108,0.2238597,0.8513138
14400,2321,18120,2.0,91.6095,0.1150158,2.979925,0.02518123,1.162171,0.7602754,-0.4656958,2.334924,5.341999e-05,0.7867182,0.243662,0.8341678
14403,2324,15766,1.0,92.4888,0.137535,2.415259,0.02604401,1.248729,0.8028534,-0.6021447,2.198319,-0.000167939,0.9415145,0.2547779,0.7505351
14410,2331,17767,7.0,91.5445,0.1610148,2.063267,0.02601437,1.194594,0.7369193,-0.5463843,2.328363,-0.0002052978,1.155353,0.3455911,0.6594689
14412,2333,15374,1.0,91.0379,0.1610148,2.063267,0.02601437,1.194594,0.7369193,-0.5463843,2.566073,-0.0001213378,1.069919,0.3455911,0.6594689
14415,2336,17635,5.0,90.9465,0.1199785,2.66391,0.02384624,1.254557,0.6923051,-0.3458351,2.326493,-0.0001279999,0.9847096,0.301425,0.7519069
14416,2337,18331,1.0,91.5639,0.1342375,2.3437,0.02236834,1.244527,0.6748698,0.0005329252,2.344398,-0.0001331317,0.9615169,0.3452634,0.6886312
14421,2342,19964,2.0,89.9938,0.1627704,1.940339,0.02010744,1.159152,0.6524224,-0.3063123,2.12132,-0.0001405945,0.955758,0.4311521,0.6100853
14427,2348,16271,1.0,92.4782,0.119415,2.485828,0.02197975,1.269884,0.6596037,-0.1041817,2.721223,0.0003666898,1.042723,0.3264683,0.6891387
14433,2354,15446,2.0,93.355,0.08607199,3.336452,0.02227094,1.267855,0.6660742,0.5745634,2.732223,-9.68049e-05,0.8813303,0.2456573,0.8357711
14434,2355,19679,4.0,91.1492,0.1006338,3.057815,0.02308476,1.269009,0.6786487,0.07347191,2.695486,-9.463547e-05,0.9166423,0.2700226,0.8144607
14436,2357,16155,4.0,92.7569,0.08672717,3.456174,0.02197005,1.170847,0.7364777,-0.8138717,2.611688,0.0002045151,1.001603,0.2015883,0.8808616
14445,2366,17701,4.0,92.1313,0.1533059,2.206353,0.02158381,1.099281,0.7258915,-0.8235972,2.366216,-0.0003394856,1.01078,0.3331327,0.6743509
14447,2368,16369,10.0,92.5153,0.1710084,2.068434,0.02217043,1.096553,0.7670998,-1.040283,2.696844,-0.000251246,1.033939,0.3293832,0.6802538
14449,2370,16148,3.0,91.2763,0.1716233,2.030266,0.02193715,1.120571,0.7760401,-0.668097,2.640651,-0.0001836328,0.95563,0.3224714,0.6806117
14452,2373,19395,2.0,90.9626,0.09336128,3.393199,0.02587269,1.153443,0.7432687,-0.8210496,2.684991,-0.0001602652,0.9545225,0.2169942,0.8666404
14453,2374,18667,1.0,90.9063,0.09336128,3.393199,0.02587269,1.153443,0.7432687,-0.8210496,2.536965,6.563589e-06,0.9210067,0.2169942,0.8666404
14456,2377,15048,1.0,91.2334,0.09336128,3.393199,0.02587269,1.153443,0.7432687,-0.8210496,3.058557,0.000201091,1.011902,0.2169942,0.8666404
14462,2383,15659,1.0,90.858,0.1289904,2.688054,0.02460202,0.958988,0.6794031,-0.9185347,2.88795,8.364601e-05,1.029577,0.3341429,0.6977475
14464,2385,15662,1.0,91.6822,0.1481079,2.380234,0.0238457,0.9690482,0.7108022,-0.8817972,2.734395,-4.395042e-05,1.19978,0.3416154,0.6650538
14480,2401,17375,4.0,90.8605,0.1524061,2.522006,0.02492083,0.8689916,0.7153792,-0.6232593,2.424824,0.0001360872,0.9539077,0.3477578,0.69231
14482,2403,18646,4.0,91.2579,0.1328534,2.687026,0.02620027,0.9653501,0.7008497,-0.1445373,2.586172,5.666754e-05,0.8880784,0.3251242,0.7091282
14483,2404,16356,1.0,90.9986,0.1328534,2.687026,0.02620027,0.9653501,0.7008497,-0.1445373,2.498778,3.803615e-05,0.9335837,0.3251242,0.7091282
14492,2413,18705,5.0,91.0984,0.1194074,3.110264,0.02440383,1.008499,0.7456622,-0.4899973,3.078006,0.0002692779,1.096886,0.2598062,0.8553339
14495,2416,17543,3.0,94.7687,0.1205738,2.901812,0.02583432,0.9271831,0.7408332,-0.44039,2.524489,0.000351887,1.015,0.2679359,0.7406817
14496,2417,17345,1.0,92.1565,0.1106766,3.251998,0.02496263,0.8910692,0.6804872,-0.7599573,2.596528,0.000360697,1.025426,0.2943085,0.8153535
14500,2421,18742,8.0,90.5356,0.1210671,3.229664,0.02342175,0.7941254,0.7680905,-0.8213581,2.752176,5.305622e-05,0.9511075,0.2460035,0.8503162
14515,2436,17080,5.0,94.2443,0.187786,1.903109,0.02378925,0.7896518,0.6721607,-1.171699,2.268119,-0.0001294137,1.06103,0.4697197,0.5453125
14521,2442,15775,2.0,92.5574,0.1615288,2.506179,0.02190998,0.7518087,0.6878489,-0.7636001,2.40372,0.000200011,1.080779,0.3890698,0.6853359
14522,2443,18302,2.0,93.7,0.1514129,2.436192,0.02163563,0.8184797,0.7211782,-1.063984,2.367926,0.0001967947,1.098406,0.3339614,0.6637033
14523,2444,18032,1.0,92.8913,0.1880397,2.064354,0.02216341,0.7824566,0.7101525,-0.6578815,2.34026,0.0001888768,1.085394,0.4180852,0.6051159
14524,2445,18443,1.0,93.0873,0.1880397,2.064354,0.02216341,0.7824566,0.7101525,-0.6578815,2.515437,0.0002656225,0.9923565,0.4180852,0.6051159
14532,2453,18508,11.0,90.6788,0.1626142,2.081303,0.02322438,1.041231,0.6793984,-0.1153247,2.326802,-2.250886e-05,1.146217,0.4040077,0.6176637
14534,2455,18096,5.0,90.6632,0.1597954,2.247042,0.02275182,1.038847,0.644321,-0.05025729,2.355466,-2.233062e-05,1.139763,0.441266,0.6537597
14542,2463,17954,4.0,92.2625,0.1574208,2.213638,0.02191452,1.115518,0.6590544,0.02801643,2.290794,0.000171635,0.9435763,0.4143625,0.667717
14544,2465,17744,12.0,90.0802,0.1259511,2.817311,0.02000446,0.9989566,0.6793056,-0.6139742,2.401922,0.0001906193,0.9640087,0.3176893,0.7720867
14549,2470,15313,1.0,91.0429,0.1442118,2.549014,0.01947742,0.9112508,0.6752272,-0.6206944,2.493561,-0.0002233677,1.007763,0.3604342,0.708726
14550,2471,15650,2.0,90.634,0.1442118,2.549014,0.01947742,0.9112508,0.6752272,-0.6206944,2.412663,-0.0002593839,1.055362,0.3604342,0.708726
14553,2474,16751,6.0,89.9251,0.15466,2.390186,0.02142891,0.8938035,0.644567,-0.3685549,2.450984,-0.0001180815,1.001186,0.4253846,0.6578716
14554,2475,16305,9.0,90.554,0.15466,2.390186,0.02142891,0.8938035,0.644567,-0.3685549,2.489764,2.11412e-06,0.8559006,0.4253846,0.6578716
14558,2479,16660,4.0,92.5412,0.1854641,2.159939,0.0244677,0.7304363,0.644028,0.2699077,2.74951,-2.309093e-05,0.9423579,0.5076908,0.5926642
14559,2480,18566,8.0,94.0623,0.1854641,2.159939,0.0244677,0.7304363,0.644028,0.2699077,2.937339,8.09825e-05,0.9426765,0.5076908,0.5926642
14560,2481,19601,20.0,94.3839,0.1854641,2.159939,0.0244677,0.7304363,0.644028,0.2699077,2.692243,0.0003520881,1.079299,0.5076908,0.5926642
14563,2484,16084,1.0,95.5017,0.2029637,1.955126,0.02384929,0.768323,0.6451945,0.1564372,2.409621,0.000433425,1.067362,0.5464095,0.5680837
14564,2485,19890,1.0,95.0022,0.2029637,1.955126,0.02384929,0.768323,0.6451945,0.1564372,2.68076,0.0004331109,1.028677,0.5464095,0.5680837
14566,2487,19147,4.0,92.0124,0.2151817,1.983199,0.02192977,0.7291043,0.6967236,-0.07261158,2.803349,0.0002102711,1.043005,0.4897897,0.6029369
14569,2490,15042,12.0,92.5578,0.2002542,2.100872,0.02280116,0.7139686,0.6793036,0.1083216,2.829375,0.0002392919,1.126533,0.4847716,0.6077244
14570,2491,15139,2.0,93.9797,0.1954798,1.890607,0.02372573,0.8191602,0.6413592,0.4039303,2.791585,0.0002341775,1.109951,0.5344698,0.550817
14571,2492,17081,1.0,92.8791,0.1954798,1.890607,0.02372573,0.8191602,0.6413592,0.4039303,2.8171,0.0001931322,0.9158728,0.5344698,0.550817
14577,2498,16892,1.0,91.3194,0.203666,1.911641,0.02305643,0.7904485,0.6606911,-0.2709462,2.567501,0.0001874478,1.04184,0.5208704,0.5686428
14587,2508,19419,1.0,92.5699,0.1715778,2.210872,0.02459858,0.8937413,0.7080979,-0.9847209,3.115262,-3.547484e-05,0.8220791,0.3925399,0.6398517
14590,2511,19586,1.0,91.5665,0.1715778,2.210872,0.02459858,0.8937413,0.7080979,-0.9847209,2.325062,-4.840179e-06,0.9163644,0.3925399,0.6398517
14593,2514,17892,3.0,90.7993,0.1373571,2.753437,0.02536165,0.9720051,0.7453009,-1.136628,2.295786,-6.82942e-06,0.9257524,0.2940966,0.7667309
14600,2521,18117,3.0,94.5419,0.1337376,2.89147,0.02255818,0.9027031,0.8134189,-1.429522,2.286639,0.000367228,1.196089,0.2371947,0.8140947
14605,2526,17552,2.0,92.4389,0.1610467,2.702191,0.01958366,0.7460978,0.7999834,-0.9365871,2.601751,0.0003826131,0.9922667,0.2832532,0.7882486
14609,2530,15840,4.0,92.8601,0.09299316,3.754822,0.02195268,0.8516536,0.7334798,-0.5869216,2.722709,0.0003280895,0.8554347,0.2148542,0.9513108
14610,2531,16964,6.0,93.0802,0.1225497,2.906607,0.02222746,1.032074,0.7135269,0.2567689,2.604178,0.0003006406,0.8190827,0.2856323,0.799644
14614,2535,18151,7.0,96.8435,0.121753,2.622272,0.02012217,0.9331986,0.6831782,-0.7959762,3.127612,0.0005035856,1.105063,0.3053553,0.6687882
14615,2536,17744,1.0,95.9574,0.121753,2.622272,0.02012217,0.9331986,0.6831782,-0.7959762,2.708805,0.0004324095,1.101617,0.3053553,0.6687882
14624,2545,16746,1.0,92.5714,0.1596059,2.304688,0.02092655,1.032142,0.7030593,-1.011791,2.261925,-0.0002385099,1.138392,0.3665373,0.6996092
14628,2549,19221,6.0,95.3857,0.1379759,2.285168,0.01878831,1.21206,0.7347715,-0.603671,2.17848,-0.0005727493,1.045738,0.2915568,0.7104973
14629,2550,16896,7.0,94.95,0.1799904,1.908938,0.01981883,1.159495,0.7085457,0.3004457,2.155274,-0.0005827394,1.005113,0.39928,0.6576962
14632,2553,18115,6.0,93.3816,0.1820914,1.809224,0.02127289,1.14415,0.6692508,0.5053866,2.171251,-0.0003199534,0.8608062,0.455481,0.6045882
14634,2555,15436,3.0,91.6001,0.1993066,1.838277,0.02013528,1.052273,0.697961,0.170559,2.194135,-0.00031888,0.8829429,0.4517832,0.6312385
14635,2556,15204,1.0,90.2219,0.1993066,1.838277,0.02013528,1.052273,0.697961,0.170559,2.036297,-0.0001983445,1.016082,0.4517832,0.6312385
14643,2564,17731,3.0,91.3947,0.1791114,2.027738,0.02056438,0.9927326,0.7213144,-0.3615001,2.468628,0.0003249824,0.9028504,0.3850127,0.6448054
14645,2566,19889,2.0,93.1715,0.128734,2.688679,0.02109461,1.086126,0.6698299,-0.861418,2.501872,0.0003354889,0.9205255,0.3353735,0.7505164
14650,2571,19945,3.0,90.5006,0.1649898,2.182372,0.02128551,1.00109,0.6983483,-0.3972655,2.8957,8.092285e-05,1.093481,0.3832749,0.6583388
