,index,Index,N,-logL,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
18510,6431,8088,3.0,89.8901,0.1731444,2.298537,0.02170961,1.048477,0.7625949,-0.001201019,2.069749,3.729974e-05,0.9516744,0.3361668,0.7517105
18512,6433,7710,1.0,92.1826,0.1480146,2.708209,0.02128485,0.9476432,0.6971194,-0.02364422,2.194109,5.900599e-05,0.9343383,0.3496958,0.7866401
18514,6435,6165,1.0,90.9821,0.1567381,2.418367,0.02284274,0.9990812,0.6911288,0.2533866,2.141568,5.468036e-05,0.924574,0.3773088,0.70895
18515,6436,8838,5.0,91.8297,0.1672879,2.713675,0.02111869,0.7321015,0.7542604,-0.2651601,2.252137,7.384445e-05,0.9477702,0.3323042,0.7878503
18519,6440,9743,10.0,91.5341,0.1713237,2.656325,0.02121709,0.7637512,0.7515716,-0.4355817,2.353262,0.000131666,0.9456459,0.3420051,0.7847268
18527,6448,6480,1.0,90.2965,0.1778636,2.273746,0.02155155,1.00095,0.8142176,-0.4023475,2.457512,-0.0001051992,1.06879,0.3017712,0.7521841
18528,6449,5934,5.0,90.7007,0.1863357,2.201876,0.02379945,0.998886,0.7844748,-0.1474283,2.435333,-0.0001026797,1.05982,0.3425073,0.7253976
18537,6458,5109,3.0,90.279,0.1946091,1.932592,0.0217068,1.12401,0.8119882,-0.6077356,2.082246,-4.017765e-05,1.028105,0.3290639,0.7105452
18538,6459,8920,8.0,90.8221,0.1946091,1.932592,0.0217068,1.12401,0.8119882,-0.6077356,2.024032,-2.670697e-05,1.206319,0.3290639,0.7105452
18543,6464,9954,8.0,91.7293,0.1816694,2.12895,0.02306321,1.076264,0.7952836,-0.7902117,2.432702,-5.553483e-05,0.8377391,0.3247186,0.7233345
18544,6465,7975,2.0,90.83,0.1816694,2.12895,0.02306321,1.076264,0.7952836,-0.7902117,2.003171,-5.623269e-05,0.8591113,0.3247186,0.7233345
18555,6476,7195,1.0,91.9891,0.09092678,3.569762,0.02559391,1.02858,0.7271342,-1.545179,2.318613,-0.0001860686,0.940112,0.2215991,0.8808562
18559,6480,6216,5.0,91.9527,0.1486744,2.0559,0.02406087,1.250561,0.7144355,-1.222206,2.038826,7.607433e-06,1.100819,0.3396812,0.6436387
18563,6484,8632,2.0,90.3098,0.1572865,2.148576,0.02531586,1.139419,0.6886108,-0.09942486,2.309736,0.0001104606,1.026104,0.3864453,0.6479401
18569,6490,9627,3.0,91.3068,0.1693462,2.004287,0.02623896,1.099552,0.6569072,0.4163324,2.639423,0.0001251489,1.155977,0.4547322,0.6034218
18573,6494,7471,2.0,91.4923,0.1502401,2.161071,0.02613067,1.15591,0.6591712,-0.5058534,2.900506,0.0001930182,1.040777,0.4073929,0.6250913
18575,6496,5642,1.0,90.3821,0.1804973,1.866337,0.02566415,1.074938,0.6893185,-0.3856574,2.847553,6.877489e-05,0.9935108,0.4352336,0.590157
18583,6504,6786,1.0,91.0091,0.1672795,2.348097,0.02546018,0.9241786,0.6944901,-0.5511357,2.924668,-0.0001689775,0.9257628,0.400948,0.6767988
18584,6505,5407,1.0,90.4687,0.1902069,2.178587,0.0248134,0.9351783,0.7763708,-0.6103057,2.853325,-0.0001851481,0.9432347,0.3577998,0.6963494
18586,6507,6612,7.0,91.9072,0.200367,2.061029,0.02568581,0.9189634,0.777027,-0.741806,2.826073,-0.000291382,0.8939348,0.3754685,0.6666848
18592,6513,6936,1.0,95.276,0.2318298,1.813234,0.02392621,0.8391021,0.7962184,-1.069746,2.734268,-0.0004872805,0.8705007,0.4044398,0.6207265
18596,6517,5053,8.0,91.6515,0.2153487,1.954024,0.02411868,0.8414817,0.7967902,-1.068141,3.032778,-0.0002474158,1.024999,0.3782031,0.64247
18601,6522,8910,7.0,90.9879,0.2051038,1.914633,0.02489903,1.02247,0.7952609,-0.5780227,2.947672,3.73139e-05,1.144565,0.3646939,0.6689396
18609,6530,8263,4.0,90.498,0.218432,1.722257,0.02563721,1.077095,0.7632455,-0.08289118,2.451448,4.395136e-06,0.8760462,0.4200772,0.6335163
18612,6533,7833,1.0,91.178,0.2204809,1.77876,0.02607601,1.077512,0.7923007,-0.07522211,2.273624,5.817414e-05,1.139819,0.393795,0.6631267
18614,6535,9120,7.0,89.7726,0.2204809,1.77876,0.02607601,1.077512,0.7923007,-0.07522211,2.115501,-5.396316e-05,0.9234868,0.393795,0.6631267
18618,6539,9635,1.0,91.8329,0.235915,1.71296,0.02570471,1.039195,0.7725843,0.1627461,2.699077,-0.0001610065,1.075014,0.4393865,0.6458072
18625,6546,5026,8.0,95.5525,0.235915,1.71296,0.02570471,1.039195,0.7725843,0.1627461,2.079514,0.0001739299,1.360968,0.4393865,0.6458072
18630,6551,6552,2.0,92.5128,0.2220973,1.807872,0.0252041,0.9195554,0.7211595,-0.4232731,2.900577,-0.0001323632,1.230862,0.4767531,0.6052305
18632,6553,7028,2.0,91.2172,0.1926345,2.119999,0.02447732,0.9898047,0.7453922,-0.5373422,2.396489,2.777254e-05,1.162752,0.3919227,0.6913784
18633,6554,9577,1.0,91.1768,0.2000454,2.105829,0.0253693,0.8858683,0.7162697,-0.582792,2.445191,4.174653e-05,1.162044,0.4406243,0.6549989
18642,6563,6738,2.0,89.5573,0.1647528,2.186508,0.02328439,0.9899205,0.6857977,-0.2840141,2.464008,2.244158e-05,0.9872334,0.4011777,0.6432982
18646,6567,5028,5.0,90.8417,0.1220113,2.725318,0.024141,1.202485,0.6569498,-0.3380703,2.205431,5.302663e-05,0.9010583,0.3401348,0.7515949
18650,6571,5270,2.0,91.0822,0.1324641,2.824216,0.02064371,1.095034,0.7707986,-0.5985274,2.573239,0.00010004,0.8674811,0.2587848,0.8572457
18651,6572,7791,2.0,91.1596,0.1324641,2.824216,0.02064371,1.095034,0.7707986,-0.5985274,2.193459,0.0001249763,0.7870615,0.2587848,0.8572457
18653,6574,5733,5.0,92.6749,0.08842467,3.459717,0.01935151,1.064174,0.754849,-0.8874844,2.583663,0.0001331156,0.9916227,0.1902788,0.8820873
18670,6591,9172,2.0,92.0114,0.127744,2.74792,0.02005959,1.093285,0.7080342,-1.242806,2.165263,-4.410323e-05,1.031311,0.2961182,0.7906568
18675,6596,8533,10.0,91.6851,0.08621727,3.656173,0.01949625,1.094562,0.750032,-1.641234,2.435189,-1.890638e-06,1.140941,0.1890641,0.9645786
18688,6609,9211,5.0,92.5597,0.1039127,3.275297,0.02075235,1.118225,0.8152936,-1.160927,2.028295,-0.0003011405,1.154929,0.1885188,0.9283145
18696,6617,8114,10.0,92.071,0.09665644,3.594053,0.02557607,1.006289,0.7338171,-0.7156424,2.570526,-0.0003539129,0.9349019,0.2281884,0.9261579
18697,6618,7835,3.0,92.0049,0.09665644,3.594053,0.02557607,1.006289,0.7338171,-0.7156424,2.885056,-0.0003221842,1.009023,0.2281884,0.9261579
18700,6621,9059,10.0,92.3874,0.1839985,1.994003,0.02618168,0.9816876,0.6873057,0.2079312,2.558148,-0.0003956169,1.10246,0.4462937,0.607128
18701,6622,5131,1.0,92.7318,0.1839985,1.994003,0.02618168,0.9816876,0.6873057,0.2079312,2.736897,-0.0002978589,0.8787522,0.4462937,0.607128
18702,6623,8821,8.0,91.5971,0.1839985,1.994003,0.02618168,0.9816876,0.6873057,0.2079312,2.71183,-0.0002808391,0.8806578,0.4462937,0.607128
18703,6624,5096,8.0,90.4551,0.1839985,1.994003,0.02618168,0.9816876,0.6873057,0.2079312,2.813642,-0.0001690661,0.9855546,0.4462937,0.607128
18710,6631,8937,1.0,91.2578,0.1322683,2.807271,0.0237063,0.9286752,0.6810371,-0.7355999,3.031713,-0.0001402512,1.068742,0.3376775,0.7489547
18713,6634,6187,1.0,91.071,0.1163351,2.929495,0.02611766,1.03302,0.7233539,-0.9485176,2.95689,-4.327964e-05,0.9227892,0.2734819,0.7600674
18714,6635,7794,1.0,92.0234,0.1163351,2.929495,0.02611766,1.03302,0.7233539,-0.9485176,2.726088,4.32806e-05,1.218059,0.2734819,0.7600674
18721,6642,6199,6.0,89.9077,0.1515106,2.515151,0.02067961,1.043873,0.7267799,-0.4836742,2.347217,4.24752e-06,0.9870912,0.3272083,0.7672372
18722,6643,7480,2.0,89.341,0.1811112,2.183741,0.01967194,0.9625751,0.7656024,-0.4088025,2.344847,5.028266e-08,0.9877034,0.3436462,0.7088564
18727,6648,6317,1.0,91.9148,0.1088902,3.025811,0.02214992,1.09715,0.7116783,0.1193566,3.043847,0.0001177377,1.037699,0.2599959,0.8054115
18731,6652,6878,4.0,90.874,0.1387566,2.48725,0.02197111,1.042172,0.6571558,0.4347236,2.622287,7.382665e-05,1.027909,0.3736725,0.6891544
18732,6653,6869,4.0,91.4242,0.1051441,2.880477,0.02304726,1.191873,0.6544403,0.3974049,2.573488,6.776673e-05,1.031208,0.3008122,0.7371692
18735,6656,9271,3.0,91.6515,0.06574927,4.056123,0.0232981,1.112693,0.6627308,-0.3197052,2.765565,-2.484357e-05,0.9681738,0.20421,0.908808
18738,6659,5098,2.0,90.7259,0.1075629,3.124933,0.02472182,1.080125,0.644137,-0.1500369,2.429569,-3.097872e-05,0.8798579,0.3203782,0.7957942
18741,6662,8235,9.0,89.878,0.1535951,2.233059,0.02424658,1.051499,0.6426979,-0.1067395,2.15555,-8.037142e-05,0.8880626,0.4321058,0.6310569
18745,6666,8095,8.0,90.2949,0.1962009,2.17513,0.02403038,0.8615472,0.7061762,-0.1402192,2.501412,-9.687029e-05,1.053431,0.4429158,0.6667422
18755,6676,7771,18.0,89.9733,0.2082841,1.955932,0.02172715,0.8930933,0.7229401,-0.4694696,2.307617,-0.0001776049,1.002257,0.4413255,0.6376492
18765,6686,8780,8.0,91.3426,0.2319637,1.728664,0.02095446,0.8835606,0.7491107,0.3732125,2.574865,-0.0001028657,0.9336695,0.4518483,0.6060573
18772,6693,9790,2.0,90.3541,0.1859402,2.101887,0.01915451,0.9798712,0.6994522,0.119919,2.490328,-7.185412e-05,1.000776,0.4205332,0.6775933
18774,6695,6750,1.0,94.9327,0.1395875,2.756365,0.02077778,1.037103,0.6879566,0.3725731,2.28952,9.1385e-05,0.9984586,0.3401959,0.8078585
18776,6697,5669,4.0,92.1674,0.1657914,2.381219,0.02066425,1.01791,0.7069078,0.0670642,2.678239,-5.113039e-05,0.9287442,0.3744103,0.7406265
18785,6706,8931,5.0,91.7101,0.1876932,2.048624,0.02411111,0.9108931,0.7795159,-0.929232,3.009229,-1.19558e-05,1.151124,0.3496259,0.6438931
18789,6710,5403,1.0,95.7108,0.2116492,1.782367,0.02464031,0.7807954,0.7560187,-0.7596314,2.884718,0.0002777233,1.182495,0.4145354,0.5579284
18791,6712,8016,2.0,91.9511,0.1653943,2.578265,0.02450366,0.7939175,0.7590436,-0.8182898,2.934138,0.0002852285,1.175462,0.3307178,0.7350207
18794,6715,5188,2.0,92.2034,0.1810032,2.502197,0.0220388,0.8114729,0.7762196,-0.448986,3.014445,0.0003481633,1.081816,0.3380587,0.7655357
18801,6722,6672,3.0,91.0266,0.1972738,1.90619,0.02157239,0.9200875,0.7364459,-0.240022,2.815014,0.0002278405,1.008559,0.4047005,0.6174041
18802,6723,9919,1.0,91.0341,0.1972738,1.90619,0.02157239,0.9200875,0.7364459,-0.240022,2.658118,0.0001634821,0.901679,0.4047005,0.6174041
18803,6724,6774,3.0,91.4738,0.1972738,1.90619,0.02157239,0.9200875,0.7364459,-0.240022,2.621053,8.149231e-05,0.8656491,0.4047005,0.6174041
18805,6726,6894,2.0,91.4556,0.1791591,1.984384,0.02329303,1.122843,0.703654,-0.003075489,2.534409,6.805053e-05,0.8587022,0.4101886,0.6524504
18806,6727,7796,1.0,91.1257,0.1021084,3.245871,0.02201741,1.115017,0.6910712,-0.6195749,2.654352,8.825315e-05,0.8709036,0.2612549,0.8609307
18813,6734,6289,1.0,92.0995,0.1133771,2.667856,0.02379934,1.199555,0.6860946,-0.2091438,2.523494,0.0001359774,1.075095,0.2927832,0.705898
18817,6738,6199,1.0,91.1525,0.1900614,1.805516,0.0209926,1.072393,0.7585483,-0.1746891,2.696929,9.942683e-05,0.9866047,0.3679176,0.6280168
18821,6742,7086,4.0,91.6254,0.1321931,2.510414,0.02197091,1.048716,0.6525876,-0.8630607,3.023799,2.773182e-05,0.8970257,0.3635097,0.6774384
18828,6749,6878,4.0,90.5818,0.1741947,2.133126,0.02194368,1.012352,0.7219641,-0.7488617,2.480989,0.0001522057,1.055184,0.3775334,0.6695314
18829,6750,8079,4.0,90.5893,0.1915022,1.902614,0.02128876,0.9267898,0.7009957,-0.6793446,2.52423,0.0001578102,1.047749,0.4343452,0.6001788
18830,6751,7643,2.0,91.1155,0.1915022,1.902614,0.02128876,0.9267898,0.7009957,-0.6793446,2.422186,0.0002773464,1.046351,0.4343452,0.6001788
18834,6755,7529,3.0,91.0897,0.1864774,2.329148,0.02116995,0.7773037,0.7142823,-0.5980975,2.352384,-4.539946e-06,1.124797,0.4082551,0.6918486
18835,6756,8170,3.0,92.2018,0.1986824,1.980247,0.02244244,0.7866962,0.7143858,-0.2627577,2.318337,-5.964197e-06,1.109503,0.4345455,0.5970882
18841,6762,6099,1.0,94.6756,0.1849809,2.333891,0.02219957,0.770522,0.7438531,0.3288921,2.611919,6.367629e-05,1.126,0.3755975,0.6912713
18842,6763,8867,4.0,92.3954,0.1849809,2.333891,0.02219957,0.770522,0.7438531,0.3288921,2.778467,0.0002276782,0.9601556,0.3755975,0.6912713
18843,6764,5701,4.0,92.4119,0.2229969,1.867381,0.0235495,0.8056386,0.7521239,0.3757444,2.690316,0.0002150332,0.9753796,0.4369716,0.6065948
18846,6767,9427,2.0,93.4235,0.2272758,1.835752,0.0243913,0.8744453,0.752245,0.7187739,2.846611,0.0001966512,1.147128,0.44588,0.6193938
18853,6774,9675,6.0,91.2961,0.1726291,2.575169,0.02623457,0.8796898,0.7953752,-0.368217,2.943388,-0.0001621461,1.19871,0.3153666,0.7809021
18857,6778,8686,5.0,92.3426,0.1827007,2.326978,0.02473498,0.8817316,0.8053342,-0.1031446,2.5653,-0.0003874607,0.9317987,0.3208319,0.7223833
18866,6787,9612,2.0,90.7067,0.1544074,2.582964,0.02513475,0.9922717,0.7710949,-0.7981133,2.416969,-0.0001830868,0.961737,0.3030443,0.7723906
18868,6789,5256,1.0,90.2264,0.1117694,3.357851,0.02459445,0.9677934,0.749207,-0.365417,2.799631,-0.0001181395,0.9750846,0.2440857,0.9091294
18874,6795,5943,3.0,90.9005,0.2214894,2.014455,0.02267037,0.7566709,0.8107599,-0.4904487,2.801979,4.926934e-05,0.9346356,0.3724206,0.6528671
18878,6799,7677,2.0,92.6221,0.1882196,2.527029,0.02436279,0.7444396,0.8032524,-0.2736873,2.519685,-0.0001359154,0.9673721,0.3304739,0.7624064
18888,6809,9084,3.0,91.9666,0.09221535,3.539982,0.02475267,1.015479,0.7184851,-0.8300984,3.01477,-0.0003230049,0.874984,0.227833,0.8773281
18899,6820,8886,5.0,91.2673,0.168192,2.13252,0.02395445,1.015114,0.7296043,-0.8105895,2.453286,0.0001718967,1.136605,0.3621689,0.6504922
18902,6823,9546,2.0,91.9819,0.168192,2.13252,0.02395445,1.015114,0.7296043,-0.8105895,2.302105,4.096177e-05,1.239972,0.3621689,0.6504922
18906,6827,8591,1.0,91.4394,0.1844327,1.736649,0.02507417,1.198918,0.6907092,-0.2850279,2.053993,0.0002493233,1.136275,0.440495,0.5956729
18914,6835,9984,18.0,92.9193,0.08140051,3.356785,0.02491477,1.228362,0.6587458,-1.416841,2.00501,-0.0001441632,1.194909,0.2464809,0.7752987
18915,6836,7131,7.0,93.7836,0.08140051,3.356785,0.02491477,1.228362,0.6587458,-1.416841,2.078088,-6.030764e-05,1.219443,0.2464809,0.7752987
18916,6837,6135,3.0,94.726,0.08140051,3.356785,0.02491477,1.228362,0.6587458,-1.416841,2.210094,-0.0002553315,1.230569,0.2464809,0.7752987
18917,6838,5398,4.0,94.5545,0.09458702,3.300436,0.02286497,1.057832,0.6641862,-1.632305,2.305232,-0.0002427779,1.233551,0.2677047,0.8069439
18918,6839,6069,1.0,95.3114,0.09335286,3.144742,0.02236011,1.01339,0.6649061,-1.533513,2.338126,-0.000236427,1.22081,0.2631917,0.7314326
18930,6851,8492,3.0,90.4863,0.1141561,2.74672,0.02353525,1.200173,0.6638404,-0.7981834,2.04639,9.738143e-05,0.9013362,0.3139109,0.7320346
18937,6858,9611,1.0,92.4737,0.1162123,2.728012,0.02375898,1.201635,0.6618509,-0.7523309,2.121209,-1.09087e-05,0.7426806,0.3210055,0.7323995
18957,6878,6180,2.0,91.0471,0.1125917,2.94341,0.02607471,1.12953,0.7341841,-1.005419,2.384867,-0.0002098006,1.048526,0.2584484,0.7824252
18960,6881,6706,4.0,90.0573,0.1699294,2.290706,0.02491496,1.062867,0.7951399,-0.6367689,2.451589,-0.0001004399,0.9601651,0.3091961,0.7396275
18963,6884,6737,3.0,90.5965,0.1635099,2.358351,0.02348335,1.033464,0.7998431,-0.7962551,2.334242,-0.0001156448,1.135623,0.2932985,0.7450289
18976,6897,5154,3.0,94.5237,0.1678024,2.137749,0.02493675,1.020672,0.7251923,-0.4281573,2.133978,-0.0005515984,0.9472106,0.3677161,0.6474425
18978,6899,9090,1.0,91.8037,0.1665459,2.184025,0.02505773,1.14404,0.7350103,-0.4171691,2.197033,-0.0002875204,1.119089,0.3558562,0.7015885
18980,6901,9720,8.0,90.3638,0.1251677,2.613994,0.02446971,1.176553,0.6547365,0.1517723,2.414325,-9.620962e-05,1.121296,0.3505681,0.7125108
18983,6904,8233,2.0,90.7068,0.168749,2.354744,0.02556977,1.001609,0.7147416,-0.1919311,2.401857,-9.007355e-05,1.154642,0.38164,0.711448
18986,6907,5174,34.0,90.6673,0.1548614,2.057097,0.02588951,1.180556,0.6699865,0.1804653,2.047219,-1.470385e-05,0.9210817,0.4041042,0.6157019
18990,6911,9992,5.0,89.6546,0.1441938,2.768989,0.02560673,0.9526312,0.7367702,-0.5388416,2.141528,7.56341e-06,0.9577333,0.3139926,0.7864859
19005,6926,8843,5.0,93.701,0.1713329,2.093994,0.02264128,0.9822433,0.7989442,-1.147252,2.683354,0.0002074755,0.9252744,0.3048954,0.6581274
19007,6928,9318,1.0,95.9874,0.1713329,2.093994,0.02264128,0.9822433,0.7989442,-1.147252,3.071244,-4.863256e-05,0.7276816,0.3048954,0.6581274
19010,6931,6541,3.0,95.3968,0.1713329,2.093994,0.02264128,0.9822433,0.7989442,-1.147252,2.502831,-0.0001553779,0.8224844,0.3048954,0.6581274
19015,6936,6046,6.0,91.8046,0.1803347,1.866962,0.0231219,1.10021,0.7827402,-0.6847625,2.230838,5.419238e-05,0.9922249,0.3331266,0.6359039
19018,6939,5122,3.0,92.4456,0.1376711,2.773167,0.02500496,0.9516765,0.7757108,-1.172118,2.930651,0.0002696639,0.8465215,0.2714189,0.7775467
19019,6940,7072,3.0,92.5417,0.135867,2.692193,0.02613102,1.008185,0.7622133,-0.8580101,2.897694,0.0002657263,0.8312669,0.2799498,0.7499609
19024,6945,9595,1.0,92.6213,0.1693781,2.004786,0.0225677,0.995112,0.7073042,-1.082309,2.810544,0.000236526,0.9298686,0.3849648,0.6068204
19026,6947,6783,1.0,91.6583,0.153825,2.354002,0.02226024,1.022207,0.7644038,-1.043583,2.788042,0.0002299152,0.9301662,0.3024567,0.7095062
19034,6955,5011,1.0,91.7213,0.1255294,2.805995,0.0233964,0.9961089,0.715106,-1.307908,2.61491,7.195661e-05,0.9369991,0.2924849,0.7543804
19041,6962,6234,2.0,94.7867,0.05775,4.222962,0.02299779,1.006923,0.6474136,-2.313414,2.837531,-0.0001088719,1.041613,0.1941859,0.8628821
19045,6966,5683,1.0,95.9475,0.05775,4.222962,0.02299779,1.006923,0.6474136,-2.313414,2.78206,0.0001427103,1.074798,0.1941859,0.8628821
19049,6970,8324,5.0,93.1361,0.07333803,3.953933,0.02135948,0.9069672,0.6828582,-1.809019,2.64054,0.0001202397,0.9321644,0.2044662,0.8999561
19050,6971,8861,2.0,93.3417,0.07333803,3.953933,0.02135948,0.9069672,0.6828582,-1.809019,2.797577,-0.0002272072,1.023474,0.2044662,0.8999561
19052,6973,5754,11.0,92.9101,0.07209941,3.903515,0.02199921,0.968992,0.6714808,-1.301233,2.933767,-0.0002913654,0.9109991,0.2101256,0.8762811
19072,6993,7532,2.0,93.0894,0.2092473,2.107113,0.02347638,0.7625721,0.767078,0.1855005,2.826963,0.0001418522,1.172657,0.3966083,0.6542696
19074,6995,5021,1.0,90.3237,0.2007281,1.958598,0.02343379,0.8291053,0.6880416,0.07809606,3.03398,0.0001302306,1.039424,0.4748743,0.5939062
19075,6996,5272,4.0,90.0292,0.1627342,2.297796,0.02399364,0.8826901,0.6491957,-0.2706951,3.067381,0.0001426803,1.04797,0.4445835,0.6328637
19076,6997,9315,8.0,90.7479,0.1495926,2.255877,0.02363811,0.9728938,0.6530323,-0.1941518,3.040976,0.0001365745,1.041664,0.407725,0.6152586
19080,7001,6890,4.0,92.7083,0.1387503,2.755987,0.02550454,0.9402061,0.6935637,-0.3904657,2.559385,0.000152304,1.24956,0.3428035,0.7484399
19086,7007,9267,3.0,92.4695,0.1181211,2.740879,0.02588296,1.103013,0.6479365,-0.190797,2.389214,0.0002859313,1.227012,0.3445468,0.6997083
19088,7009,8056,16.0,92.7833,0.1181211,2.740879,0.02588296,1.103013,0.6479365,-0.190797,2.08264,0.0003478252,1.252366,0.3445468,0.6997083
19092,7013,6742,1.0,93.1995,0.1128147,3.140223,0.02566455,0.9469064,0.663403,-1.145266,2.636984,-4.979061e-05,1.161924,0.3161152,0.7881166
19095,7016,5089,1.0,90.7384,0.1275752,2.681426,0.02494814,1.00376,0.7068544,-0.6737532,2.973826,8.584565e-06,1.005668,0.3065537,0.7079929
19099,7020,5830,7.0,90.6282,0.1401518,2.638182,0.02493376,0.9383098,0.7022975,-0.6836994,2.662978,-0.0001770344,1.048045,0.3360146,0.7146173
19103,7024,8299,4.0,91.7451,0.1706222,2.300194,0.02443936,0.8759571,0.6519037,-0.2700246,2.316907,-6.776878e-05,1.004304,0.4605073,0.6468443
19113,7034,8050,9.0,93.0054,0.1964641,1.744748,0.02545048,1.089366,0.7750467,0.273813,2.209118,-0.0001122864,1.03835,0.3705006,0.6132828
19120,7041,6481,4.0,91.3307,0.1718,2.215113,0.02531984,1.064665,0.7345764,-0.6247649,2.800175,-3.611632e-05,1.076952,0.3664993,0.6974246
19123,7044,7702,2.0,93.1205,0.1685389,1.964316,0.02433148,1.01092,0.723035,-0.2749525,2.996405,-0.000107251,1.099197,0.3701646,0.594365
19124,7045,5545,4.0,92.6046,0.1435397,2.484721,0.0235071,0.9545688,0.7631024,-0.8642107,3.04326,-9.684303e-05,1.126325,0.2879678,0.697164
19130,7051,6208,2.0,91.2262,0.1625447,2.429229,0.02535578,0.8808463,0.7227135,-0.9833621,2.682702,-0.0001679489,1.029524,0.360979,0.6890219
19133,7054,9247,1.0,92.0008,0.1845455,2.151558,0.0255805,0.8053263,0.6896363,-0.8364275,2.119714,4.808002e-05,1.131552,0.4431684,0.6136823
19136,7057,7110,1.0,92.13,0.1845455,2.151558,0.0255805,0.8053263,0.6896363,-0.8364275,2.989781,-0.0002235567,1.113367,0.4431684,0.6136823
19139,7060,6847,3.0,92.6692,0.185845,2.082977,0.0257583,0.8891376,0.6746414,-0.1733439,2.972759,-0.0003055633,0.7777521,0.4663334,0.6111546
19141,7062,6893,7.0,92.5932,0.185845,2.082977,0.0257583,0.8891376,0.6746414,-0.1733439,3.043943,-0.000106082,0.7203301,0.4663334,0.6111546
19143,7064,5093,8.0,92.1467,0.185845,2.082977,0.0257583,0.8891376,0.6746414,-0.1733439,3.020442,-0.0001121629,0.8252886,0.4663334,0.6111546
19148,7069,5142,1.0,92.294,0.1897135,1.893274,0.0250363,0.9129213,0.6873689,-0.4880358,3.038315,0.0003422598,1.144514,0.4558833,0.5734754
19150,7071,8707,2.0,91.5634,0.1582465,2.294576,0.02519798,0.9681955,0.6679788,-0.4824402,3.128241,0.0002656606,1.080339,0.4125736,0.6439187
19152,7073,7788,1.0,92.6626,0.1671997,2.015176,0.02624143,0.9828278,0.6726539,-0.7670887,3.065256,0.0002854892,1.098133,0.4289525,0.578235
19162,7083,5419,3.0,92.725,0.1905307,2.000799,0.02543519,1.017792,0.7413641,-0.4379222,2.32149,0.0003711042,1.231328,0.3941082,0.6511059
19171,7092,6512,7.0,92.3121,0.2066657,1.77027,0.02407053,0.899006,0.666107,-0.4021995,3.011349,-0.000320062,1.198677,0.5214809,0.5560799
19185,7106,7682,1.0,90.889,0.1734013,2.285982,0.02389053,0.7989498,0.6880988,-0.2759339,2.828752,-0.0001319806,1.130664,0.4180451,0.6404758
19191,7112,8767,2.0,92.6063,0.1419349,2.674142,0.02420687,0.8390115,0.7025307,-0.1537802,2.967615,0.000279173,1.111147,0.3379315,0.7086079
19198,7119,6694,1.0,92.9323,0.1459399,2.835535,0.02437844,0.7956564,0.7501471,-0.3780318,3.007428,0.0002972828,1.11424,0.3038141,0.776698
19203,7124,5369,2.0,92.3128,0.1074389,3.387366,0.02566355,0.8360932,0.6736557,-0.5135581,2.846935,3.491526e-05,1.173243,0.2947181,0.8333597
19204,7125,9465,7.0,91.8329,0.1172056,3.233002,0.02451984,0.7593232,0.6945036,-0.3651573,2.879374,3.696693e-05,1.160983,0.2951673,0.8060415
19207,7128,9395,3.0,93.8475,0.1172056,3.233002,0.02451984,0.7593232,0.6945036,-0.3651573,2.43145,-0.0003271726,1.157633,0.2951673,0.8060415
19213,7134,6962,2.0,95.1518,0.1221699,3.471902,0.02333672,0.8156559,0.7832658,-0.2665347,2.509365,-0.0002599584,0.9145391,0.2382225,0.9768507
19214,7135,5350,1.0,95.7773,0.1221699,3.471902,0.02333672,0.8156559,0.7832658,-0.2665347,2.766656,-0.0002768459,0.9190975,0.2382225,0.9768507
19219,7140,6454,2.0,90.8797,0.08869169,3.743504,0.02402555,0.9410345,0.7021442,-0.7660143,2.810867,0.0002088331,0.9187389,0.2299389,0.9216543
19221,7142,9752,11.0,93.711,0.06475254,4.119291,0.02303454,1.073218,0.6755517,-0.09318776,2.79959,0.000192499,0.8774651,0.1937709,0.9195106
19231,7152,8818,9.0,90.0753,0.1148402,3.019855,0.02308347,1.161132,0.7033202,-0.1393375,2.264874,4.625731e-05,1.073469,0.2801277,0.846446
19238,7159,8139,2.0,93.5277,0.1185346,2.842925,0.02424923,1.229908,0.676664,0.06957713,2.124382,0.0001116641,0.9570973,0.3132476,0.7981309
19243,7164,9089,9.0,91.2131,0.1497064,1.972355,0.02356113,1.204572,0.6640107,-0.3869367,2.225671,0.0001609867,0.9819053,0.3944378,0.5921227
19244,7165,6685,1.0,90.6834,0.1801937,1.835877,0.02425144,1.171195,0.7269579,-0.5714922,2.159613,0.0001516007,1.009769,0.3880829,0.6261498
19251,7172,7669,5.0,92.625,0.1497044,2.209781,0.02511677,1.163626,0.705954,-0.7480774,2.570506,0.0001375401,1.241955,0.3520776,0.6623061
19257,7178,9062,3.0,92.2685,0.2094423,1.817135,0.02012227,1.050096,0.7772614,-0.08813746,2.937775,7.852273e-05,1.132334,0.3810549,0.6670921
19264,7185,8571,1.0,89.8645,0.1539398,2.414278,0.01935863,1.035642,0.7405327,-0.2572495,2.434634,0.0001103491,0.917304,0.3171885,0.7448945
19268,7189,7033,7.0,89.6426,0.1385131,2.540954,0.01948171,1.056077,0.701785,-0.1989437,2.059922,-0.0001455756,1.034812,0.3221082,0.7393649
19271,7192,7040,1.0,90.9092,0.1806953,2.210225,0.01905967,0.8516504,0.728442,-0.2911543,2.230589,-0.0001222407,0.9899866,0.3776642,0.6750215
