,index,Index,N,-logL,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
26665,2432,10627,2.0,91.3637,0.1281981,2.737724,0.01993606,0.9415156,0.6642962,-0.5762519,2.242899,0.0001865921,0.8185346,0.3371444,0.7299214
26667,2434,12467,1.0,91.4437,0.1025787,3.311097,0.02171981,0.9485013,0.6711332,-0.6939468,2.016151,1.374026e-05,1.073599,0.2773915,0.8350424
26668,2435,11815,9.0,90.5158,0.1025787,3.311097,0.02171981,0.9485013,0.6711332,-0.6939468,2.100164,7.739234e-05,0.9052434,0.2773915,0.8350424
26670,2437,12940,4.0,93.202,0.1172949,3.171214,0.02448649,0.8490856,0.6457775,-0.6402512,2.260024,-0.0001376941,0.9845012,0.3415245,0.7964873
26678,2445,13004,8.0,90.6869,0.1252374,2.783173,0.0217503,1.004456,0.6958886,-0.7947975,2.814301,1.17597e-06,1.14273,0.30486,0.7520384
26684,2451,12170,6.0,92.4232,0.1063929,3.575282,0.02344001,0.8595603,0.761264,-0.7986134,2.83275,2.183146e-05,1.257227,0.2251456,0.9495818
26685,2452,10984,1.0,92.7962,0.1063929,3.575282,0.02344001,0.8595603,0.761264,-0.7986134,2.882295,-0.0002786144,1.169113,0.2251456,0.9495818
26687,2454,11918,5.0,93.6329,0.1063929,3.575282,0.02344001,0.8595603,0.761264,-0.7986134,2.568981,-0.0001912858,1.081051,0.2251456,0.9495818
26702,2469,13885,2.0,92.5047,0.1251313,2.541632,0.02481318,1.17761,0.6955661,-0.9808288,2.818557,0.0002317107,0.939279,0.3112542,0.6991488
26703,2470,12053,1.0,91.5621,0.1251313,2.541632,0.02481318,1.17761,0.6955661,-0.9808288,2.804874,6.744657e-05,1.03607,0.3112542,0.6991488
26705,2472,13387,3.0,90.5079,0.1211205,2.89906,0.02609091,1.14059,0.7193406,-0.4092314,2.802219,-0.0001035433,0.9696415,0.2857383,0.8046412
26707,2474,13794,1.0,90.887,0.1211205,2.89906,0.02609091,1.14059,0.7193406,-0.4092314,2.113344,-0.0001774301,0.9645633,0.2857383,0.8046412
26714,2481,13631,4.0,90.0103,0.1309081,2.617552,0.02476214,1.107163,0.7014182,-0.4315349,2.569555,-0.0001390833,0.9706718,0.3177202,0.7277616
26727,2494,11133,4.0,91.2026,0.178124,1.918435,0.02581961,1.068367,0.6674901,-0.1983909,2.764365,-3.750671e-06,1.237144,0.4591875,0.5916409
26728,2495,10502,1.0,91.6964,0.178124,1.918435,0.02581961,1.068367,0.6674901,-0.1983909,2.66664,0.0001807141,1.211509,0.4591875,0.5916409
26729,2496,10219,9.0,90.4555,0.178124,1.918435,0.02581961,1.068367,0.6674901,-0.1983909,2.780308,-6.621198e-05,1.033936,0.4591875,0.5916409
26734,2501,13191,6.0,90.9694,0.1938019,1.714518,0.02383148,1.098427,0.6534401,0.1687539,2.175964,-0.0003110537,0.9277859,0.5112077,0.5680109
26736,2503,12353,1.0,92.6657,0.1612545,2.212807,0.0241867,1.145175,0.6813545,-0.2284428,2.092695,-0.0003915909,0.8723558,0.4008351,0.6833442
26738,2505,14088,3.0,91.226,0.1701756,1.982847,0.0231101,1.063867,0.676568,-0.1410419,2.125168,-0.0002723424,1.063397,0.4236641,0.6085802
26744,2511,13751,4.0,91.4835,0.1147684,2.717183,0.02109266,1.100365,0.6630194,-0.07070849,2.177826,0.000142872,1.02092,0.3105251,0.7093342
26749,2516,10865,5.0,91.0627,0.1228542,3.075374,0.02348226,1.129196,0.7798534,-0.9369563,2.052683,0.0001337916,1.096683,0.2416763,0.920786
26750,2517,10357,1.0,89.7557,0.132913,2.746466,0.02352059,1.121568,0.7339806,-0.5917205,2.070849,0.0001357711,1.072882,0.2915718,0.8071222
26760,2527,12824,2.0,94.2255,0.1005232,3.108914,0.01912004,1.199313,0.8174242,-0.7312016,2.285843,-0.0001637081,1.067729,0.1800217,0.8795299
26761,2528,11290,2.0,91.6245,0.1600936,2.246625,0.02054132,1.09281,0.8029927,-0.2967783,2.258623,-0.0001642072,1.05435,0.2811412,0.7321835
26764,2531,12063,2.0,91.5715,0.1875047,1.988924,0.02088656,0.9897248,0.7713183,-0.2257774,2.273045,0.0001759788,0.8869895,0.3513602,0.660198
26765,2532,12375,4.0,90.5332,0.1875047,1.988924,0.02088656,0.9897248,0.7713183,-0.2257774,2.54059,-6.456525e-05,0.9683829,0.3513602,0.660198
26766,2533,14255,4.0,89.6757,0.1776657,2.384414,0.02188624,0.9343491,0.7789379,-0.5176494,2.561983,-5.529698e-05,0.9856553,0.3299513,0.7577178
26771,2538,11663,13.0,92.1902,0.1345857,2.98685,0.02042859,0.9568973,0.7977529,-0.9596878,2.046458,0.000408321,1.15477,0.2445883,0.8899145
26774,2541,12732,8.0,93.1229,0.1206763,3.048311,0.01921421,0.9825474,0.8183096,-1.23307,2.150715,0.0002916199,1.224459,0.2098688,0.8767286
26779,2546,13452,1.0,93.3466,0.1156372,3.010209,0.02031351,1.065042,0.8080486,-1.202371,2.044885,0.000153093,1.238927,0.2091989,0.8578989
26780,2547,14276,7.0,91.2385,0.1364408,2.697067,0.02035275,1.103759,0.7805382,-0.6839402,2.014423,0.0001416149,1.21492,0.2584166,0.828124
26782,2549,13902,3.0,92.7012,0.1143218,3.172318,0.01949435,1.139641,0.7770048,-1.007164,2.59022,-0.0001387198,1.015983,0.2227136,0.9539324
26783,2550,12002,7.0,92.802,0.1143218,3.172318,0.01949435,1.139641,0.7770048,-1.007164,2.534943,-0.0001000403,1.150916,0.2227136,0.9539324
26793,2560,13357,7.0,91.3654,0.2335291,1.81939,0.0203635,0.863131,0.8110708,-0.8618863,2.81549,-0.0002203669,0.9238129,0.3869305,0.64897
26795,2562,12961,2.0,92.3833,0.2343336,1.744342,0.01953176,0.8591341,0.8081342,-0.6591295,3.067665,-0.0001831101,0.7863809,0.3897059,0.6270406
26797,2564,10992,1.0,91.5151,0.2343336,1.744342,0.01953176,0.8591341,0.8081342,-0.6591295,2.964974,-0.0001569975,0.8473367,0.3897059,0.6270406
26802,2569,10971,4.0,90.6114,0.2343336,1.744342,0.01953176,0.8591341,0.8081342,-0.6591295,2.128979,-7.814381e-07,0.9599262,0.3897059,0.6270406
26805,2572,13151,6.0,89.8011,0.2059707,1.785081,0.02111915,1.078488,0.7371346,-0.0822442,2.084024,-0.0001463106,0.9513098,0.4191159,0.6429468
26806,2573,14115,11.0,91.5001,0.2176153,1.769711,0.02276351,1.063046,0.7520209,-0.3642956,2.046408,-0.0001447847,0.9771958,0.4261854,0.6498143
26808,2575,12810,3.0,90.6795,0.2273808,1.842487,0.02209683,0.8494747,0.7148919,-0.5112286,2.103888,2.930513e-05,1.144799,0.4894076,0.6114834
26811,2578,14966,1.0,91.9525,0.2371394,1.842319,0.02248266,0.8223694,0.722465,-0.3256582,2.63021,6.045454e-05,0.9124309,0.4986366,0.6161403
26816,2583,13249,2.0,90.5003,0.2563065,1.770959,0.0203278,0.712827,0.7702667,-0.1437671,2.439738,6.969371e-05,0.9796451,0.467341,0.6031892
26818,2585,11421,3.0,91.6645,0.2595539,1.836247,0.01979277,0.7375901,0.7376817,-0.05754853,2.284276,0.0001224546,1.155891,0.5145241,0.626589
26819,2586,13233,3.0,92.3475,0.2638029,1.780872,0.02120085,0.769865,0.7549397,0.2895348,2.235593,0.0001164408,1.143337,0.5011947,0.6232413
26822,2589,14999,4.0,93.1546,0.2406271,1.761883,0.02096293,0.8981888,0.7378677,0.1608031,3.066761,-0.0001148686,1.216364,0.4816507,0.6273277
26824,2591,11751,1.0,92.9222,0.2406271,1.761883,0.02096293,0.8981888,0.7378677,0.1608031,2.466143,-0.0002167678,1.067181,0.4816507,0.6273277
26825,2592,13751,8.0,91.2154,0.2406271,1.761883,0.02096293,0.8981888,0.7378677,0.1608031,2.477732,-0.0001635476,1.163904,0.4816507,0.6273277
26828,2595,14890,1.0,92.0813,0.2105935,2.122224,0.02025226,0.7044487,0.7295312,-0.5716004,2.420375,0.0002632725,0.909522,0.4349551,0.6481776
26831,2598,13159,3.0,91.5601,0.1979133,1.885685,0.02087332,0.9375844,0.7031471,-0.4129715,2.289954,0.0002754985,0.8255878,0.4438183,0.6100806
26834,2601,10385,1.0,90.9189,0.1988754,1.937616,0.02023163,0.8742407,0.6935268,-0.2760667,2.771806,-0.0001037504,0.8745166,0.4568826,0.6098876
26835,2602,14960,1.0,91.4731,0.1865074,2.083282,0.02179636,0.9600753,0.7433349,-0.08071774,2.696049,-0.0001126238,0.8717268,0.3781542,0.6684907
26842,2609,10671,9.0,91.7599,0.1083862,3.341574,0.02437781,1.075048,0.7480155,0.1692963,2.49827,-0.0001669855,0.8549442,0.2384301,0.9244387
26846,2613,11456,1.0,92.5711,0.08160416,3.765037,0.02555428,1.103336,0.7399433,-0.23605,3.032676,-0.0002582519,0.9435045,0.1968939,0.9236824
26851,2618,11048,7.0,90.6905,0.1589658,2.738459,0.0254604,0.8783934,0.778775,-0.2545129,2.841939,-0.0001249528,1.112274,0.3051497,0.8068044
26853,2620,13528,27.0,89.8551,0.1287112,3.14785,0.02620488,0.9453797,0.8118768,-0.3780566,2.524846,-3.743482e-05,1.131357,0.2360035,0.894367
26854,2621,14931,1.0,91.3363,0.1287112,3.14785,0.02620488,0.9453797,0.8118768,-0.3780566,2.786086,-0.0001530151,1.259367,0.2360035,0.894367
26857,2624,14499,4.0,91.1629,0.1471584,2.647439,0.02580051,1.025967,0.8054608,-0.2960585,2.417063,-8.441911e-05,1.171354,0.2675892,0.7913222
26862,2629,13272,5.0,90.3277,0.1552666,2.55792,0.02472447,1.004226,0.7928438,-0.3908852,3.035033,0.000185937,0.9682917,0.2873605,0.7775678
26866,2633,14390,8.0,90.6958,0.1683584,2.452505,0.0246584,0.9496823,0.8186828,-0.4347907,3.037551,0.000262985,0.9803445,0.288942,0.7614459
26871,2638,12093,10.0,89.718,0.1733881,2.396824,0.02512169,0.9588977,0.8072394,-0.4820263,2.612724,7.945112e-05,0.9430947,0.3056217,0.7520061
26875,2642,10041,8.0,91.0256,0.1733881,2.396824,0.02512169,0.9588977,0.8072394,-0.4820263,2.491861,-0.0002145919,0.8993073,0.3056217,0.7520061
26884,2651,12829,1.0,90.6311,0.186895,2.19548,0.02295868,1.019304,0.7529035,0.1168233,2.180479,-0.0001359394,1.111765,0.3713377,0.7256954
26888,2655,13056,2.0,91.0624,0.1773319,2.363891,0.0207426,0.8134344,0.782325,-0.7007199,2.302274,-1.653801e-05,1.151131,0.3246864,0.7144767
26889,2656,11971,1.0,91.8903,0.1773319,2.363891,0.0207426,0.8134344,0.782325,-0.7007199,2.233166,0.0002584818,1.07749,0.3246864,0.7144767
26890,2657,12279,7.0,92.144,0.1773319,2.363891,0.0207426,0.8134344,0.782325,-0.7007199,2.489792,0.0003321621,0.9372716,0.3246864,0.7144767
26897,2664,10168,6.0,91.9327,0.1719419,2.432166,0.02160076,0.8262971,0.7473703,-0.848453,3.125825,-0.0001787825,1.133238,0.3476546,0.7192249
26906,2673,13538,10.0,93.3876,0.0717165,3.95303,0.02048743,0.9124657,0.6524366,-1.05811,2.863695,-0.0002695158,1.188976,0.2181204,0.8903379
26908,2675,13442,1.0,92.2214,0.0717165,3.95303,0.02048743,0.9124657,0.6524366,-1.05811,2.092936,-7.446435e-05,1.087226,0.2181204,0.8903379
26909,2676,11720,6.0,92.7663,0.0717165,3.95303,0.02048743,0.9124657,0.6524366,-1.05811,2.106204,-4.451935e-05,1.165737,0.2181204,0.8903379
26916,2683,10009,3.0,94.5934,0.1438147,2.427828,0.02358961,1.193847,0.8135892,-1.042593,2.09279,-2.258358e-05,1.347903,0.2538775,0.7739025
26918,2685,14303,1.0,92.1394,0.1358535,2.537158,0.02222179,1.153575,0.7790792,-1.280528,2.134846,0.0001776113,1.07994,0.2614972,0.7692933
26921,2688,13940,1.0,90.8529,0.1714016,2.080094,0.02184512,1.208788,0.7907597,-0.2149529,2.471285,0.0001534158,1.017125,0.310076,0.7350344
26931,2698,12977,2.0,91.3536,0.1621103,2.323721,0.02183797,1.135238,0.7609248,-0.5134749,2.117759,0.0002872229,0.9096385,0.3188088,0.7628132
26932,2699,12950,2.0,92.0823,0.1785189,2.202509,0.02275471,1.003783,0.7461813,-0.8501834,2.160733,0.0003033574,0.9281873,0.3626485,0.703651
26934,2701,10269,2.0,92.2844,0.1785189,2.202509,0.02275471,1.003783,0.7461813,-0.8501834,2.533283,0.0002640106,0.9041947,0.3626485,0.703651
26939,2706,13021,1.0,94.2234,0.1019985,3.002849,0.02422632,1.117343,0.7029976,-1.321908,2.028841,0.0002744233,0.9056826,0.2567128,0.75116
26942,2709,10125,1.0,92.713,0.1019985,3.002849,0.02422632,1.117343,0.7029976,-1.321908,2.376617,-7.097767e-05,1.04866,0.2567128,0.75116
26945,2712,14913,2.0,91.9752,0.1587624,1.990917,0.02414268,1.223814,0.7139804,-0.7805388,2.417151,0.0002061914,1.030364,0.3600642,0.6401241
26946,2713,11095,5.0,92.1674,0.1514894,1.961461,0.02275656,1.19838,0.6962088,-0.7235203,2.468285,0.0002108836,1.016893,0.3608164,0.605866
26954,2721,14746,8.0,90.4543,0.2041014,1.777935,0.02415025,0.9610317,0.7357329,-0.6544734,2.77862,-9.032424e-05,1.001754,0.4228609,0.5909896
26956,2723,12095,5.0,90.6553,0.2041014,1.777935,0.02415025,0.9610317,0.7357329,-0.6544734,2.012208,2.989289e-05,1.04893,0.4228609,0.5909896
26957,2724,11752,13.0,91.1793,0.2133577,1.730751,0.02458239,0.9547946,0.7258339,-0.9489901,2.002102,3.115547e-05,1.069995,0.4528635,0.584113
26965,2732,12697,1.0,91.0708,0.2325671,1.928061,0.02435933,0.8239746,0.7659271,-0.6949212,2.19786,-4.19183e-06,0.9864255,0.4390574,0.6440002
26972,2739,13871,15.0,92.005,0.1904444,2.054371,0.02604892,1.081213,0.7744968,-0.3421419,2.111957,0.0001474917,0.7378113,0.3619891,0.6978542
26974,2741,11459,1.0,91.9296,0.16516,2.398326,0.02477073,1.014131,0.7805581,-0.6037432,2.646188,0.0003368912,0.8546678,0.3127917,0.7457137
26975,2742,13034,4.0,93.105,0.16516,2.398326,0.02477073,1.014131,0.7805581,-0.6037432,2.799835,0.0003062166,0.8014122,0.3127917,0.7457137
26980,2747,13081,1.0,92.9832,0.1321123,2.658321,0.02603747,1.155721,0.8023533,-1.161689,2.221815,0.0003365992,0.8732885,0.2466623,0.7863464
26982,2749,11151,2.0,92.5802,0.1059304,3.148421,0.02234919,1.149722,0.7727585,-0.9916839,2.320283,0.0003348187,0.8467512,0.2158964,0.8742905
26984,2751,10133,1.0,93.4601,0.1349242,2.236166,0.02172396,1.268051,0.6948307,-0.5085589,2.27734,0.0003213238,0.8201069,0.3257989,0.6722868
26989,2756,10195,4.0,92.6547,0.1442534,2.598698,0.022259,1.104034,0.7520889,-0.2464101,2.357305,0.0001877048,0.8233673,0.2955187,0.7969324
26991,2758,12342,3.0,91.1615,0.1233038,2.9382,0.02082362,1.109661,0.785733,-0.9203483,2.378595,0.0001912126,0.8570163,0.2344949,0.8740889
26996,2763,14748,1.0,89.7855,0.09072382,3.673423,0.0215823,1.11772,0.7994436,-0.8874233,2.407432,0.0001075423,1.067734,0.1767305,1.011946
26999,2766,12327,3.0,90.4684,0.1559933,2.448326,0.02127592,1.024215,0.8014246,-0.5080466,2.565665,-6.358522e-05,0.8955394,0.2770022,0.7659525
27001,2768,10794,1.0,91.9649,0.1111212,3.008851,0.02087925,1.0717,0.7629841,-0.686536,2.593685,-0.0001194827,1.14225,0.227855,0.82263
27007,2774,13718,1.0,94.5918,0.08631019,3.669276,0.02160784,1.057866,0.7322133,-0.2807269,2.943555,-0.0004893893,1.199968,0.2024898,0.934918
27021,2788,10356,1.0,92.9599,0.2082503,1.870656,0.02030383,0.8479955,0.7745969,-0.1095244,2.123388,3.362841e-05,1.083152,0.3819969,0.6167302
27023,2790,12068,7.0,93.0648,0.2082503,1.870656,0.02030383,0.8479955,0.7745969,-0.1095244,2.789911,-0.0003096395,0.9841883,0.3819969,0.6167302
27025,2792,11972,4.0,93.2098,0.2082503,1.870656,0.02030383,0.8479955,0.7745969,-0.1095244,2.905606,-0.0003269089,1.032196,0.3819969,0.6167302
27027,2794,11544,2.0,92.2665,0.2304461,1.916558,0.02078179,0.8243082,0.8089555,-0.07456231,3.027627,-0.000432134,0.9238449,0.3848846,0.661738
27032,2799,10275,18.0,90.6099,0.2264477,2.087411,0.01901167,0.7704996,0.8135303,-0.492566,2.021941,-2.406917e-05,1.185842,0.3718522,0.7042558
27035,2802,11847,3.0,92.5277,0.2122775,2.300422,0.02124162,0.8466291,0.8103499,-0.07165109,2.075991,-0.0002861992,1.048169,0.3565937,0.7771031
27036,2803,13914,26.0,91.8912,0.2021784,2.281815,0.02192248,0.8688774,0.8172758,0.3468965,2.067026,-0.0002864225,1.021768,0.336475,0.7577972
27044,2811,10038,8.0,91.3842,0.11555,3.42621,0.01917892,0.7943658,0.7644624,-0.8648623,2.415338,-4.213514e-05,1.065307,0.2316434,0.9415225
27047,2814,12790,5.0,90.7529,0.1133168,2.989188,0.01923885,0.9872047,0.6823554,-0.7434774,2.604585,-0.0002911248,1.025451,0.2860765,0.7891552
27056,2823,13653,1.0,92.0174,0.1097488,2.868542,0.02129473,1.087242,0.6796068,-0.7148191,2.950437,-0.0001803838,0.8403995,0.2851214,0.742482
27058,2825,14204,2.0,92.918,0.1097488,2.868542,0.02129473,1.087242,0.6796068,-0.7148191,2.89654,0.0001127679,0.7482652,0.2851214,0.742482
27070,2837,11937,8.0,92.4109,0.1698334,2.122773,0.02367627,1.247245,0.7988626,0.2064499,2.50012,0.0001482527,0.8609932,0.3042298,0.7555206
27079,2846,12885,1.0,90.7238,0.1065067,3.240273,0.01991866,1.162691,0.8126359,-1.356521,2.052079,0.0001001944,1.067218,0.1924196,0.9548927
27080,2847,10140,5.0,90.345,0.09078914,3.582308,0.02003626,1.23504,0.8098293,-1.183997,2.032948,9.252697e-05,1.059159,0.1699688,1.038451
27081,2848,14919,4.0,90.4055,0.09078914,3.582308,0.02003626,1.23504,0.8098293,-1.183997,2.107729,5.774018e-05,1.069928,0.1699688,1.038451
27083,2850,11876,1.0,91.3169,0.07504281,3.869306,0.0198838,1.282256,0.7768878,-1.100605,2.427441,-2.510253e-05,1.126491,0.1583465,1.046455
27087,2854,10802,7.0,92.4854,0.07504281,3.869306,0.0198838,1.282256,0.7768878,-1.100605,2.547144,0.0001844051,1.192203,0.1583465,1.046455
27089,2856,13414,7.0,91.9211,0.07504281,3.869306,0.0198838,1.282256,0.7768878,-1.100605,2.515101,0.0001219044,1.182689,0.1583465,1.046455
27097,2864,13530,2.0,91.0237,0.07504281,3.869306,0.0198838,1.282256,0.7768878,-1.100605,2.116762,-0.0001133727,0.9437052,0.1583465,1.046455
27098,2865,11668,2.0,91.2444,0.07461378,4.137476,0.02171788,1.24019,0.7999562,-0.9410609,2.101677,-0.0001110028,0.9411471,0.1515413,1.153491
27100,2867,12558,12.0,89.8837,0.06351679,4.457503,0.02029446,1.225795,0.7625226,-0.878201,2.160138,-0.0001097546,0.929893,0.1452519,1.186139
27102,2869,11637,28.0,90.4091,0.06351679,4.457503,0.02029446,1.225795,0.7625226,-0.878201,2.046184,-0.0002613118,1.077911,0.1452519,1.186139
27118,2885,11488,8.0,90.2098,0.06500143,4.648272,0.01955451,1.062311,0.8077971,-1.220978,2.109601,8.478508e-05,1.115679,0.1305676,1.262405
27119,2886,13509,1.0,91.9811,0.0569766,4.573615,0.01913061,1.19335,0.7887448,-1.029047,2.068392,7.250129e-05,1.105577,0.123371,1.151247
27120,2887,11261,1.0,92.5465,0.0569766,4.573615,0.01913061,1.19335,0.7887448,-1.029047,2.565844,1.8048e-05,1.232413,0.123371,1.151247
27123,2890,14832,2.0,92.1522,0.0569766,4.573615,0.01913061,1.19335,0.7887448,-1.029047,2.499859,2.200176e-05,1.205321,0.123371,1.151247
27130,2897,12908,1.0,91.6976,0.07495235,4.013654,0.0207602,1.162022,0.7636467,-0.8540998,3.037041,-2.515223e-07,0.9431778,0.165233,1.054113
27133,2900,11058,1.0,90.8532,0.07495235,4.013654,0.0207602,1.162022,0.7636467,-0.8540998,2.496214,0.0001783078,1.031049,0.165233,1.054113
27144,2911,14436,1.0,90.4132,0.1712717,2.343048,0.02120287,1.038225,0.8069732,-0.1670027,2.348251,0.0001555577,0.8785394,0.2965557,0.7759711
27145,2912,14319,7.0,89.5677,0.1712717,2.343048,0.02120287,1.038225,0.8069732,-0.1670027,2.430541,-7.314007e-05,0.9835833,0.2965557,0.7759711
27154,2921,14623,3.0,91.9274,0.1933877,1.986905,0.02245943,1.033715,0.7834746,-0.5310071,2.3226,-0.0001229102,1.277251,0.3526879,0.6822166
27155,2922,10695,2.0,91.876,0.1651115,2.319371,0.02230014,1.033838,0.7692288,-0.5904238,2.367851,-0.0001138781,1.270201,0.3178159,0.7326949
27158,2925,13213,1.0,91.6392,0.124791,2.897785,0.0222899,1.014471,0.785065,-0.9713358,2.144767,6.635397e-05,1.187553,0.2396861,0.816652
27160,2927,12372,1.0,90.9609,0.1289013,2.927803,0.02089774,0.9193202,0.7539873,-1.086453,2.383179,0.0001490069,1.115949,0.2646333,0.8146424
27161,2928,11028,2.0,90.2171,0.1639966,2.310316,0.02166462,0.9934487,0.7412943,-0.5587751,2.299904,0.0001316426,1.099009,0.3390345,0.7081773
27164,2931,10144,1.0,91.5114,0.1797261,2.34309,0.02285917,0.9354849,0.7943053,-1.066936,2.26343,0.0001338007,1.139821,0.3221155,0.7467174
27166,2933,11200,3.0,90.7319,0.1300184,2.715679,0.02416287,1.168504,0.7661524,-0.9382703,2.204118,0.0001262083,1.129196,0.2637618,0.8065049
27167,2934,14023,1.0,91.0705,0.13931,2.640262,0.02301713,1.159305,0.7746917,-0.7153929,2.207713,0.0001193852,1.117065,0.2715521,0.8194971
27173,2940,10197,3.0,91.0275,0.1960715,1.888229,0.02293823,1.061282,0.8182349,-0.3313464,2.181078,7.33713e-05,0.9512703,0.3280823,0.6715663
27174,2941,11651,9.0,90.2876,0.1719594,2.458386,0.02208943,0.9911142,0.7993835,-0.6761175,2.266064,8.669897e-05,0.9601096,0.3046771,0.7978717
27175,2942,12509,1.0,90.0521,0.1418881,2.502798,0.02438891,1.17591,0.719642,-0.2166051,2.223869,8.430375e-05,0.9304196,0.3223133,0.7544993
27185,2952,12479,3.0,90.6271,0.1400003,2.547412,0.0240246,1.036936,0.746237,-0.6002009,2.445679,-2.885981e-05,0.9498102,0.2957048,0.7278418
27195,2962,11272,1.0,92.4705,0.1022339,3.226781,0.02256907,1.093259,0.7482977,-0.1168426,2.581251,0.0002410823,0.9866229,0.224033,0.8568098
27199,2966,11620,1.0,90.048,0.1242588,2.866553,0.0229882,1.134468,0.7625157,-0.2396965,2.028423,0.0001279449,1.124562,0.2543575,0.836483
27201,2968,10766,1.0,90.4409,0.1145205,2.871192,0.02396834,1.149243,0.7026375,-0.4004822,2.007058,0.0002300221,1.051852,0.2818172,0.7744885
27207,2974,13340,1.0,91.5318,0.1722447,1.958074,0.02315879,1.172509,0.7042414,-0.1960308,2.0462,0.0002156322,0.890377,0.3952924,0.6455628
27209,2976,12044,2.0,91.4865,0.1676498,2.119244,0.02060299,1.024227,0.7123158,-0.9959468,2.194654,0.0002590029,1.067087,0.3722885,0.6575106
27210,2977,13120,7.0,91.484,0.1676498,2.119244,0.02060299,1.024227,0.7123158,-0.9959468,2.292813,0.0002070775,1.090854,0.3722885,0.6575106
27215,2982,12384,1.0,92.5186,0.167136,2.193317,0.02181058,1.081795,0.7645323,-0.9287893,2.407177,-0.0003145719,0.8664446,0.3243586,0.7102071
27216,2983,12173,3.0,92.6301,0.1752718,2.101418,0.0207245,0.9811741,0.7647339,-0.7810621,2.464159,-0.0003081409,0.8514461,0.3362421,0.6690765
27217,2984,14520,1.0,91.2188,0.1752718,2.101418,0.0207245,0.9811741,0.7647339,-0.7810621,2.742198,-8.588739e-05,0.8874483,0.3362421,0.6690765
27219,2986,13674,2.0,93.0555,0.1752718,2.101418,0.0207245,0.9811741,0.7647339,-0.7810621,2.671693,0.0003081745,0.8462067,0.3362421,0.6690765
27226,2993,12404,5.0,94.8206,0.1000631,2.917615,0.02264342,1.194443,0.6989746,-0.08125565,3.078958,0.0001018089,0.8097739,0.2524752,0.7419618
27229,2996,10786,3.0,93.0451,0.1182127,2.7015,0.02288984,1.19737,0.726153,0.02840848,2.941107,0.0002638205,1.062039,0.2688169,0.7563022
27232,2999,13926,3.0,92.7295,0.1596786,2.300171,0.02231607,1.011442,0.7525593,-0.003751676,2.658485,0.0003902485,0.9480593,0.3224865,0.6993999
27240,3007,14221,7.0,90.703,0.09745969,3.448754,0.02283629,0.9711719,0.6819047,-0.5663911,2.069625,-4.745487e-05,1.190628,0.2600896,0.8648145
27246,3013,12574,5.0,91.5562,0.08246797,3.915052,0.02401706,1.068441,0.740833,0.02461195,2.072877,0.0001728492,0.8807185,0.1951943,1.004472
27247,3014,10171,4.0,91.3793,0.08246797,3.915052,0.02401706,1.068441,0.740833,0.02461195,2.140229,0.0001127419,0.9026443,0.1951943,1.004472
27249,3016,14684,2.0,90.9565,0.1296084,2.562701,0.02532633,1.190201,0.7449573,-0.2021248,2.34534,4.568112e-05,1.035383,0.2803417,0.7402978
27253,3020,11182,1.0,91.4232,0.1327025,2.959005,0.02513404,0.9436988,0.7964403,-1.346769,2.416892,0.0001014608,0.86743,0.2498444,0.8337119
27260,3027,13553,5.0,93.8048,0.08937521,3.819014,0.02535679,0.9541938,0.7989607,-1.304707,2.552137,-0.000162137,0.7070831,0.1807446,0.9701903
27265,3032,11653,1.0,91.2024,0.08937521,3.819014,0.02535679,0.9541938,0.7989607,-1.304707,2.991767,0.0001479975,0.9232642,0.1807446,0.9701903
27266,3033,11651,2.0,90.7876,0.08937521,3.819014,0.02535679,0.9541938,0.7989607,-1.304707,2.86266,-0.0001260048,0.9375855,0.1807446,0.9701903
27272,3039,11187,2.0,91.3417,0.1196031,3.113543,0.02506229,1.060018,0.8106826,-1.079839,2.265955,0.000302451,1.075918,0.2211018,0.8883998
27273,3040,10005,7.0,90.4762,0.1196031,3.113543,0.02506229,1.060018,0.8106826,-1.079839,2.377529,0.0001614024,1.038928,0.2211018,0.8883998
27275,3042,13434,3.0,90.9484,0.1650535,2.384388,0.02371306,0.9688071,0.7865979,-0.9374041,2.398433,-0.0001464542,0.8941236,0.3061251,0.7311366
27288,3055,10559,7.0,90.3078,0.1258348,2.819078,0.02155877,1.130946,0.7676457,-0.4050449,2.026438,0.0001802859,0.9100087,0.251218,0.8334209
27304,3071,11884,1.0,90.279,0.1532755,2.457841,0.02119508,1.01777,0.7555777,-0.3827896,2.510825,9.909675e-05,1.02283,0.3067357,0.747457
27309,3076,13457,3.0,90.8653,0.1879312,2.088865,0.01888471,0.7758017,0.6728092,-0.651218,2.66729,0.0001216428,1.023467,0.4583008,0.6142654
27310,3077,11668,8.0,91.3514,0.1879312,2.088865,0.01888471,0.7758017,0.6728092,-0.651218,2.242527,0.0001385651,0.9950548,0.4583008,0.6142654
27311,3078,11080,7.0,91.4472,0.1879312,2.088865,0.01888471,0.7758017,0.6728092,-0.651218,2.317205,0.0001152501,1.016555,0.4583008,0.6142654
27313,3080,13874,9.0,91.2471,0.1707388,2.395789,0.02060667,0.720692,0.6906617,-0.4381065,2.607377,0.000110932,0.993457,0.4024826,0.6659737
27315,3082,10913,13.0,92.507,0.1707388,2.395789,0.02060667,0.720692,0.6906617,-0.4381065,2.691761,-0.0002724201,0.8736313,0.4024826,0.6659737
